Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,digital_relevant,unep_attributed,digital_practice_score,unep_attribution_score,improvement_type,action_stage,actor_type,evidence_level,digital_justification,unep_justification,evidence_phrases
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Technology and Innovation Report 2021,https://unctad.org/system/files/official-document/tir2020_en.pdf,"Recent developments in frontier technologies, including artificial intelligence, robotics and biotechnology, have shown tremendous potential for sustainable ...",https://unctad.org › system › files › tir2020_en,unctad_org_Technology_and_Innovation_Report_2021.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Ghana or the time window 2018-2022. It is a general report on technology and innovation, and does not provide specific information on digital/data management/sustainable AI practices or UNEP's involvement in Ghana.",There is no mention of UNEP or its activities in Ghana or related to the specified time window.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Big Data and the Sustainable Development Goals: ...,https://files.unsdsn.org/Big%2BData-report%2BFINAL.pdf,"necessary data sources, skills, infrastructure, knowledge, and financing to deliver big data projects. The increasing importance of partnerships for data ...",https://files.unsdsn.org › Big+Data-report+FINAL,files_unsdsn_org_Big_Data_and_the_Sustainable_Development_Goals_.txt,True,False,40,0,data management system / environmental data platform / data governance / data standards / data quality / digital monitoring / geospatial data / AI practice / sustainable AI / AI governance / capacity development / skills development,improved / strengthened / developed / implemented / adopted / operationalized / used / integrated / trained / measured,government / public-sector institution / private-sector institution / UN or international organization / civil society / academia / mixed stakeholders,global / regional / national / subnational / institutional / private sector / stakeholder,"The document discusses big data and its applications in supporting Sustainable Development Goals (SDGs) monitoring. It highlights various use cases and innovations in big data, including its potential to support environmental data management and sustainable AI practices. The Ghana Statistical Service (GSS) is mentioned as having partnered with Vodafone Ghana and the Flowminder Foundation to produce official statistics from mobile phone data. However, the document does not provide explicit evidence of measured improvements in data management and environmentally sustainable AI practices in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.","[""The Ghana Statistical Service (GSS) has partnered with Vodafone Ghana and the Flowminder Foundation to produce official statistics from mobile phone data."", ""The GSS is combining remote sensing data with ground-truthing from citizen-generated data to support the monitoring of marine litter (14.1.b)."", ""UNEP is mentioned as a collaborator in the World Bank's Light Every Night initiative.""]"
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Climate Cooperation and Competition: Leveraging ...,https://www.csis.org/analysis/climate-cooperation-and-competition-leveraging-sustainable-development-goal-13,UN Sustainable Development Goal 13 (SDG13) on combatting climate change and its impacts is a particularly useful foundation for the Biden administration's ...,https://www.csis.org › analysis › climate-cooperation-an...,www_csis_org_Climate_Cooperation_and_Competition_Leveraging_.txt,False,False,0,0,none,none,unclear,global,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Propelling LDCs in the Digital Age: A 4IR Perspective for ...,https://hub.unido.org/sites/default/files/publications/Publication_4IR_LDC.pdf,"This chapter provides actionable recommendations for LDCs which are aligned with. UNIDO's 4IR Strategic Framework, i.e., skills development and capacity ...",https://hub.unido.org › files › Publication_4IR_LDC,hub_unido_org_Propelling_LDCs_in_the_Digital_Age_A_4IR_Perspecti.txt,False,False,0,0,none,none,unclear,unclear,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Digital Technologies for Urban Metabolism Efficiency,https://www.mdpi.com/2071-1050/13/11/6043,This paper generates insights into the digitalization practices of the circularity of urban metabolism by analyzing the initiatives implemented by the ...,https://www.mdpi.com › ...,www_mdpi_com_Digital_Technologies_for_Urban_Metabolism_Efficien.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Climate Change AI Workshop Papers,https://www.climatechange.ai/papers,"On this page, we show accepted works from all our workshops on ""Tackling Climate Change with Machine Learning.""",https://www.climatechange.ai › papers,www_climatechange_ai_Climate_Change_AI_Workshop_Papers.txt,False,False,0,0,none,none,none,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Building resilience: New strategies for strengthening ...,https://www.oecd.org/content/dam/oecd/en/publications/reports/2021/11/building-resilience_6b655137/354aa2aa-en.pdf,"Innovations can be cross-cutting, impacting all infrastructure sectors (Artificial intelligence (AI), machine learning (ML), robotics, the Internet of ...",https://www.oecd.org › oecd › reports › 2021/11,www_oecd_org_Building_resilience_New_strategies_for_strengtheni.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Climate change and COP26 - ODU Digital Commons,https://digitalcommons.odu.edu/context/itds_facpubs/article/1061/viewcontent/He_2022_ClimateChangeandCOP26AreDigitalTechnologiesOCR.pdf,"The WEF report identifies how digital technologies can help to automate and significantly improve the effi- ciency of industrial, manufacturing and agricultural ...",https://digitalcommons.odu.edu › viewcontent,digitalcommons_odu_edu_Climate_change_and_COP26_ODU_Digital_Commons.txt,False,False,0,0,none,none,unclear,unclear,No document text available for analysis due to fetch error.,No document text available for analysis due to fetch error.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,First Global Report,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,"“This compelling new report solves the mystery of why problems such as pollution, declining biodiversity and climate change persist despite the proliferation of ...",https://environmentalmigration.iom.int › files › e...,environmentalmigration_iom_int_First_Global_Report.txt,False,False,0,0,none,none,none,none,The document does not contain explicit evidence related to Ghana or the time window 2018-2022. It appears to be a general report on environmental rule of law and does not discuss digital/data management/sustainable AI practices.,The document does not explicitly link UNEP or UNEP-supported work to any specific outcomes or improvements in Ghana or the time window 2018-2022.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Innovations for Sustainability,https://pure.iiasa.ac.at/id/eprint/16533/1/TWI2050-web-2.pdf,"The emergence and diffusion of digital innovations including the internet of things (IoT), artificial intelligence (AI), 3D printing. (sometimes called ...",https://pure.iiasa.ac.at › eprint › TWI2050-web-2,pure_iiasa_ac_at_Innovations_for_Sustainability.txt,False,False,0,0,none,none,unclear,unclear,No document text available for analysis due to fetch error.,No document text available for analysis due to fetch error.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,The World Bank Annual Report 2018,https://documents1.worldbank.org/curated/en/630671538158537244/pdf/The-World-Bank-Annual-Report-2018.pdf,government's capacity to deliver digital services and develop regionally integrated digital infrastructure. It will also support private sector development ...,https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_The_World_Bank_Annual_Report_2018.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence of measured improvements in data management, environmentally sustainable AI practices, or capacity and skills development in Ghana during 2018-2022.",There is no mention of UNEP or UNEP-supported work in the document related to Ghana or the specified time period.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,News Archives - APRU,https://www.apru.org/tag/news/,"APRU expands access to education through a wide variety of programmes, builds professional capacity and enhances student engagement and the development of ...",https://www.apru.org › tag › news,www_apru_org_News_Archives_APRU.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Solid waste management in the context of the waste hierarchy ...,https://academic.oup.com/ieam/article/20/1/9/7725080,"A sustainable SWM system requires appropriate technical solutions, adequate and strong organizational capacity, and stakeholder cooperation and partnerships, ...",https://academic.oup.com › ieam › article,academic_oup_com_Solid_waste_management_in_the_context_of_the_waste.txt,False,False,0,0,none,none,unclear,unclear,No evidence found due to document fetch failure.,No evidence found due to document fetch failure.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,RENEWABLES 2021 GLOBAL STATUS REPORT,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,"We provide up-to-date and peer-reviewed facts, figures and analysis of global developments in technology, policies and markets. Our goal: enable decision-makers.",https://www.ren21.net › GSR2021_Full_Report,www_ren21_net_RENEWABLES_2021_GLOBAL_STATUS_REPORT.txt,False,False,0,0,none,none,none,none,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Ghana during 2018-2022.,There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management or environmentally sustainable AI practices in Ghana during 2018-2022.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Apolitical's 100 Most Influential Academics in Government,https://apolitical.co/lists/apoliticals-100-most-influential-academics-in-government,Academic research remains a vital source of information and innovation. This is why Apolitical invited public servants to nominate the academics who are the ...,https://apolitical.co › lists › apoliticals-100-most-influenti...,apolitical_co_Apolitical_s_100_Most_Influential_Academics_in_Gov.txt,False,False,0,0,none,none,none,none,"The document does not contain any explicit evidence related to Ghana or the period 2018-2022. It appears to be a list of influential academics in government, with no clear connection to digital transformation, environmental data management, or sustainable AI practices.",There is no mention of UNEP or UNEP-supported work in the provided document.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Demystifying Finance for Circular Economies,https://www.unepfi.org/wordpress/wp-content/uploads/2021/03/UNEPFI_DemystfyingFinanceCircularity-2020-2.pdf,The United Nations Environment Programme Finance Initiative (UNEP FI) is a partnership between UNEP and the global financial sector to mobilize private ...,https://www.unepfi.org › uploads › 2021/03 › U...,www_unepfi_org_Demystifying_Finance_for_Circular_Economies.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Ghana during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,"hearing on technology, trade, and military-civil","https://www.uscc.gov/sites/default/files/2019-10/June%207,%202019%20Hearing%20Transcript.pdf","This hearing examined China's development of artificial intelligence, new materials, and energy storage, renewable energy, and nuclear power. It assessed ...",https://www.uscc.gov › sites › default › files,www_uscc_gov_hearing_on_technology_trade_and_military_civil.txt,False,False,0,0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for assessment.,Document not retrieved due to fetch error. No evidence available for assessment.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Chapter 4 — Global Warming of 1.5 ºC,https://www.ipcc.ch/sr15/chapter/chapter-4/,"The global response to warming of 1.5°C comprises transitions in land and ecosystem, energy, urban and infrastructure, and industrial systems.",https://www.ipcc.ch › chapter › chapter-4,www_ipcc_ch_Chapter_4_Global_Warming_of_1_5_C.txt,False,False,0,0,none,none,none,global,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,GCA State and Trends in Adaptation Report 2021: Africa,https://gca.org/wp-content/uploads/2021/10/GCA_State-and-Trends-in-Adaptation-2021-Africa_full-report_low-res.pdf,"This new report from the Global Center on. Adaptation, State and Trends in Adaptation 2021, combines in-depth analyses, case studies, and viewpoints from those ...",https://gca.org › wp-content › uploads › 2021/10,gca_org_GCA_State_and_Trends_in_Adaptation_Report_2021_Afr.txt,False,False,0,0,none,none,none,none,"The provided document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,"hearing on technology, trade, and military-civil","https://www.uscc.gov/sites/default/files/2019-10/June%207,%202019%20Hearing%20Transcript.pdf","This hearing examined China's development of artificial intelligence, new materials, and energy storage, renewable energy, and nuclear power. It assessed ...",https://www.uscc.gov › sites › default › files,www_uscc_gov_hearing_on_technology_trade_and_military_civil.txt,False,False,0,0,none,none,unclear,unclear,No relevant evidence found due to document fetch error.,No UNEP link found due to document fetch error.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Climate change and COP26 - Cronfa - Swansea University,https://cronfa.swan.ac.uk/Record/cronfa58613/Download/58613__21714__8a085b94c040483caed01087f579c024.pdf,"The WEF report identifies how digital technologies can help to automate and significantly improve the effi- ciency of industrial, manufacturing and agricultural ...",https://cronfa.swan.ac.uk › Record › Download,cronfa_swan_ac_uk_Climate_change_and_COP26_Cronfa_Swansea_University.txt,False,False,0,0,none,none,unclear,unclear,No document text available for analysis due to fetch error.,No document text available for analysis due to fetch error.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,expo 2020 dubai sustainability report 2020,https://www.expo2020dubai.com/-/media/expo2020/sustainability/expo-designed-report-digital-version-v12.pdf,"It illustrates our efforts to integrate, impact and inspire – to establish a legacy of sustainable design and construction, while generating new ideas and ...",https://www.expo2020dubai.com › sustainability,www_expo2020dubai_com_expo_2020_dubai_sustainability_report_2020.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to Ghana or the time window 2018-2022. It appears to be a sustainability report for Expo 2020 Dubai, which is unrelated to the specified country and time frame.",There is no mention of UNEP or UNEP-supported work in the provided document.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Papua New Guinea's Enhanced Nationally Determined ...,https://pacificndc.org/sites/default/files/2020-12/PNG%20Enhanced%20NDC%202020_3.pdf,"The NDC outlines key pathways towards sustainable economic development in line with the United Nations. Sustainable Development Goals – in particular, Goal 13 ...",https://pacificndc.org › sites › default › files,pacificndc_org_Papua_New_Guinea_s_Enhanced_Nationally_Determined_.txt,False,False,0,0,none,none,government,national,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, improving, training, implementing, or operationalizing SP7.1 outcomes.","[""Papua New Guinea's Nationally Determined Contribution"", ""climate change policy"", ""mitigation and adaptation contributions""]"
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,National Circular Economy Roadmap for Reducing Plastic ...,https://www.csiro.au/-/media/Environment/Circular-Economy-Roadmap-India/23-00249_ENV_REPORT_IACPRoadmap_WEB-230714.pdf,"Build sorting facilities with artificial intelligence (AI) capabilities, and advanced mechanical and chemical processing infrastructure in proximity to source ...",https://www.csiro.au › media › Environment › 23-...,www_csiro_au_National_Circular_Economy_Roadmap_for_Reducing_Pla.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found in the document.,No UNEP attribution found in the document.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,World Trade Report 2020,https://www.wto.org/english/res_e/booksp_e/wtr20_e/wtr20_e.pdf,"The World Trade Report is an annual publication that aims to deepen understanding about trends in trade, trade policy issues and the multilateral trading system ...",https://www.wto.org › res_e › wtr20_e › wtr20_e,www_wto_org_World_Trade_Report_2020.txt,False,False,0,0,none,none,unclear,global,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,A review of hybrid renewable energy systems in mini-grids ...,https://www.sciencedirect.com/science/article/pii/S1364032121003269,"In this study, hybrid renewable energy systems (HRESs) have been analyzed, which are designed to overcome the fluctuating nature of renewables, for off-grid ...",https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_A_review_of_hybrid_renewable_energy_systems_in_min.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain any relevant information about Ghana, digital transformation, environmental data management, sustainable AI, or capacity development.",There is no mention of UNEP or any related work.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,CROWDSOURCING THE FUTURE OF SME FINANCING,https://www.ifc.org/content/dam/ifc/doc/mgrt/2020-12-call-for-insights-e-publication.pdf,"uses advanced alternative methods and data to assess risk, like. Machine Learning (ML) and Artificial Intelligence (AI), as well as offering simpler service ...",https://www.ifc.org › dam › ifc › doc › mgrt › 2...,www_ifc_org_CROWDSOURCING_THE_FUTURE_OF_SME_FINANCING.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Ghana during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Find A Tool,https://resourcegovernance.org/sites/default/files/documents/nrgi_measuring_environmental_and_social_impacts_tool_explorer_2019.xlsx,Mosaic is a web-based carbon accounting platform that helps organizations measure and manage energy and carbon emissions. Mosaic offers methods for aggregating ...,https://resourcegovernance.org › files › documents,resourcegovernance_org_Find_A_Tool.txt,False,False,0,0,none,none,unclear,unclear,,,[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,"At the #AIBootcamp, Ministers and senior officials are ...",https://www.facebook.com/UNDPGhana/posts/at-the-aibootcamp-ministers-and-senior-officials-are-identifying-practical-ways-/1138821654942516/,"At the #AIBootcamp, Ministers and senior officials are identifying practical ways Artificial Intelligence can be applied to address challenges across key...",10+ reactions,www_facebook_com_At_the_AIBootcamp_Ministers_and_senior_officials_a.txt,True,False,40,0,AI practice / sustainable AI,developed,government / public-sector institution,national,The document mentions an AI Bootcamp where ministers and senior officials are identifying practical ways to apply Artificial Intelligence to drive sustainable development and improve public service delivery. This indicates an initial step towards improved AI practices.,There is no explicit mention of UNEP or UNEP-supported work in the document.,"[""Artificial Intelligence can be applied to address challenges across key sectors to drive sustainable development and improve public service delivery"", ""AIBootcamp""]"
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,2019 Global Go To Think Tank Index Report,https://www.bruegel.org/sites/default/files/wp-content/uploads/2020/01/2019-Global-Go-To-Think-Tank-Index-Report.pdf,Our goal is to increase the profile and performance of think tanks and raise the public awareness of the important role think tanks play in governments and ...,https://www.bruegel.org › uploads › 2020/01 › 2...,www_bruegel_org_2019_Global_Go_To_Think_Tank_Index_Report.txt,False,False,0,0,none,none,none,none,"The document does not contain any explicit evidence related to Ghana or the time window 2018-2022. It appears to be a report about think tanks and their role in policy research, with no specific mention of environmental data management, sustainable AI practices, or capacity development in these areas.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Ghana,2018–2022,2,UNEP project Ghana digital public infrastructure environment trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,Towards Green And Just Cities,https://unhabitat.org/sites/default/files/2021/11/geocities_updated.pdf,"Global Environment for Cities-GEO for Cities: Towards Green and Just. Cities. UNEP, Nairobi. GL. UNEP promotes environmentally sound practices globally and in ...",https://unhabitat.org › 2021/11 › geocities_updated,unhabitat_org_Towards_Green_And_Just_Cities.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Ghana during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2018-2022.",[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,Integrating Artificial Intelligence into Resource ...,https://www.worldscientific.com/doi/10.1142/S2424862225500083?srsltid=AfmBOooG2va9dZE4bD_0sx_uuVuUZhijZ-SlIXmaAPztB4H5xnhqdcqw,This study examines how Artificial Intelligence (AI) integration within resource management (RM) systems fosters sustainable economic growth in Ghana.,https://www.worldscientific.com › doi,www_worldscientific_com_Integrating_Artificial_Intelligence_into_Resource_.txt,False,False,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,"WMO on Instagram: "" The development of artificial intelligence ...",https://www.instagram.com/reel/DQQ3L4igAWt/,"Our aim is to better understand the skill of those AI based models, hybrid models and traditional models. And try to identify the weaknesses and strongnesses of ...",180+ likes · 6 months ago,www_instagram_com_WMO_on_Instagram_The_development_of_artificial_int.txt,False,False,0,0,none,none,unclear,unclear,The document does not contain explicit evidence related to Ghana or the time window 2022-2026. It appears to be a social media post from the World Meteorological Organization (WMO) discussing the development of artificial intelligence (AI) technologies and a conference on AI in Earth system sciences.,There is no mention of UNEP or UNEP-supported work in the document.,[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,United Nations Activities on Artificial Intelligence (AI),https://www.itu.int/dms_pub/itu-s/opb/gen/S-GEN-UNACT-2023-PDF-E.pdf,"Nearly 60% of the UN projects have reported collaborations with the UN system, the private sector, governments, civil society, academia, or with another.",https://www.itu.int › S-GEN-UNACT-2023-PDF-E,www_itu_int_United_Nations_Activities_on_Artificial_Intelligen.txt,False,False,0,0,none,none,unclear,unclear,No relevant information found.,No UNEP attribution found.,[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,Artificial Intelligence for Climate Action:,https://unfccc.int/ttclear/misc_/StaticFiles/gnwoerk_static/AI4climateaction/f2922b97c4cf431996c468e622127eb5/112f8be560ea447dab5ff2e53ab3f6e4.pdf,Automating and leveraging AI enhances the management of maritime resources by developing AI-based decision support systems that effectively manage fisheries ...,https://unfccc.int › StaticFiles › gnwoerk_static,unfccc_int_Artificial_Intelligence_for_Climate_Action_.txt,False,False,0,0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
Ghana,2022–2026,1,with UNEP support Ghana environmental information system trained data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,The Environmental Impact of the Full AI Lifecycle Needs to ...,https://www.unep.org/resources/report/artificial-intelligence-ai-end-end-environmental-impact-full-ai-lifecycle-needs-be,This note outlines key areas identified by UNEP regarding the environmental impact of Artificial intelligence (AI) across its lifecycle.,https://www.unep.org › resources › report › artificial-in...,www_unep_org_The_Environmental_Impact_of_the_Full_AI_Lifecycle_.txt,False,False,0,0,none,none,unclear,global,"The document does not provide specific information about Ghana or any improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.","The document mentions UNEP but does not link it to any specific improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Ghana during 2022-2026.",[]
