Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,finance_relevant,unep_attributed,attributable_relevant_doc,sd,finance_policy_score,unep_attribution_score,instrument_type,action_stage,actor_type,evidence_level,finance_justification,unep_justification,evidence_phrases
Kenya,2022-2026,https://gca.org/wp-content/uploads/2025/05/26.05.2025.GCA-Kenya-NbS-Compendium-Reco_FINAL.pdf,2022,2026,2024,An Inventory of Nature-based Solutions (NbS) in Kenya,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,gca_org_An_Inventory_of_Nature_based_Solutions_NbS_in_Keny.txt,False,False,False,,0,0,none,none,none,national,"The document does not provide explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, or sustainable finance instruments.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya (2022-2026).",[]
Kenya,2022-2026,https://globalabc.org/sites/default/files/2025-03/Global-Status-Report-2024_2025.pdf,2022,2026,2024,Global Status Report for Buildings and Construction 2024/25,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,globalabc_org_Global_Status_Report_for_Buildings_and_Constructio.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error,No evidence found due to document fetch error,[]
Kenya,2022-2026,https://globalseaweed.org/wp-content/uploads/2024/12/freecompress-UNEP-Medium-Term-Strategy-2022-2025.pdf,2022,2026,2024,Medium-Term Strategy 2022—2025 | Global Seaweed,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,globalseaweed_org_Medium_Term_Strategy_2022_2025_Global_Seaweed.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found about Kenya or 2022-2026.,No explicit link to UNEP or UNEP-supported work found.,[]
Kenya,2022-2026,https://ict.go.ke/sites/default/files/2025-03/Kenya%20AI%20Strategy%202025%20-%202030.pdf,2022,2026,2024,KENYA ARTIFICIAL INTELLIGENCE STRATEGY 2025-2030,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,ict_go_ke_KENYA_ARTIFICIAL_INTELLIGENCE_STRATEGY_2025_2030.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found due to document fetch error.,No relevant information found due to document fetch error.,[]
Kenya,2022-2026,https://iea.blob.core.windows.net/assets/98bc7ce1-b22d-48c9-9ca2-b668ffbfcc4b/Kenya2024.pdf,2022,2026,2024,Kenya 2024 - Energy Policy Review,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,iea_blob_core_windows_net_Kenya_2024_Energy_Policy_Review.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, sustainable public procurement, resource efficiency, sustainable finance, or standards or policy instruments that accelerate SCP/circularity/green economy approaches.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya during 2022-2026.","[""No relevant phrases found""]"
Kenya,2022-2026,https://jdih.unair.ac.id/wp-content/uploads/2024/12/LEGAL-STUDIES-ENHANCING-LEGAL-FRAMEWORK-SUSTAINABLE-PUBLIC-PROCUREMENT.pdf,2022,2026,2024,ENHANCING THE LEGAL FRAMEWORK FOR SUSTAINABLE ...,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,jdih_unair_ac_id_ENHANCING_THE_LEGAL_FRAMEWORK_FOR_SUSTAINABLE_.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya during 2022-2026. It discusses sustainable public procurement in Indonesia, comparing it with other countries, but does not mention Kenya.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard mentioned in the document.,[]
Kenya,2022-2026,https://kenya.un.org/sites/default/files/2022-09/UN%20Sustainable%20Development%20Cooperation%20Framework%20Kenya.pdf,2022,2026,2024,Sustainable Development Cooperation Framework Kenya,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,kenya_un_org_Sustainable_Development_Cooperation_Framework_Keny.txt,False,False,False,,0,0,none,none,government / public-sector institution / private-sector institution / financial institution / industry association / mixed / unclear,global / regional / national / subnational / institutional / private sector / unclear,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or circularity, green economy or green growth, sustainable public procurement, resource efficiency or life-cycle approaches, or sustainable finance instruments.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya (2022-2026).","[""No specific phrases related to SP6.1 or UNEP-supported work""]"
Kenya,2022-2026,https://nema.go.ke/wp-content/uploads/2025/10/Waste-Management-Policy-2021.pdf,2022,2026,2024,National Sustainable Waste Management Policy,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,nema_go_ke_National_Sustainable_Waste_Management_Policy.txt,True,False,False,,80,0,National Sustainable Waste Management Policy,developed,government,national,"The document provides a comprehensive framework for sustainable waste management in Kenya, emphasizing the adoption of circular economy concepts, waste hierarchy, and extended producer responsibility. The policy aims to minimize waste generation, promote recycling and composting, and encourage private sector investment in waste management infrastructure.",There is no explicit mention of UNEP or UNEP-supported work in the provided document.,"[""The formulation of the Sustainable Waste Management Policy, undertook an intensive, inclusive, consultative and participatory approach"", ""The Ministry acknowledges the role played by Technical officers and experts review teams and legal officers drawn from the various institutions for reviewing earlier drafts of this policy"", ""Special thanks also go to the staff of Ministry of Environment and Forestry"", ""The policy aims at addressing Waste management through regulations, guidelines, standards and strategies in the country"", ""Kenya aims to transition the waste sector in every county away from low collection rates, illegal dumping and uncontrolled dumpsites to affordable waste collection, recycling and composting""]"
Kenya,2022-2026,https://nicholasinstitute.duke.edu/sites/default/files/projects/Plastic-Pollution-Policy-Country-Profile-Kenya.pdf,2022,2026,2024,Plastic Pollution Policy Country Profile: Kenya,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,nicholasinstitute_duke_edu_Plastic_Pollution_Policy_Country_Profile_Kenya.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Kenya,2022-2026,https://oceanpanel.org/wp-content/uploads/2023/06/23_REP_HLP_Blue-Carbon-Handbook_low-res.pdf,2022,2026,2024,THE BLUE CARBON HANDBOOK,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or SCP/circularity/green economy policy instruments or standards for Kenya in 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards related to SCP, circularity, or green economy approaches in Kenya during 2022-2026.",[]
Kenya,2022-2026,https://perpustakaan.bappenas.go.id/e-library/file_upload/koleksi/dokumenbappenas/konten/Dokumen%202025/Konten/ENG%20-%20Green%20SMEs%20and%20Net%20Zero-%20Strategic%20Framework%20for%20Indonesia%E2%80%99s%20Climate-Aligned%20Economic%20Transformation%20FINAL%20EBOOK%20(1).pdf,2022,2026,2024,Unveiling the Future of Sustainable Business through,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,perpustakaan_bappenas_go_id_Unveiling_the_Future_of_Sustainable_Business_throu.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document is not about Kenya and does not contain evidence of policy instruments or standards for SCP, circularity, or green economy approaches in Kenya during 2022-2026.",There is no explicit link to UNEP or UNEP-supported work in the provided document.,[]
Kenya,2022-2026,https://rsisinternational.org/journals/ijriss/articles/the-united-nations-environmental-program-efforts-in-the-implementation-of-multilateral-environmental-agreements-in-nairobi-city-county-kenya-1992-2022/,2022,2026,2024,The United Nations Environmental Program Efforts in ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,rsisinternational_org_The_United_Nations_Environmental_Program_Efforts_i.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found about Kenya or 2022-2026.,No explicit link to UNEP or UNEP-supported work found.,[]
Kenya,2022-2026,https://sciencebasedtargets.org/about-us,2022,2026,2024,About us,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,sciencebasedtargets_org_About_us.txt,False,False,False,,0,0,none,none,unclear,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Kenya for the period 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in the document.,[]
Kenya,2022-2026,https://sdgs.un.org/sites/default/files/2024-08/UNEP%20inputs%20to%20the%20SG%20report.pdf,2022,2026,2024,UNEP inputs to the SG report.pdf,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,sdgs_un_org_UNEP_inputs_to_the_SG_report_pdf.txt,True,True,True,65.61,81,81,SCP policy / circular economy policy / green economy policy,implemented / operationalized,government / public-sector institution,national,"The document provides evidence of UNEP's support for Kenya in implementing sustainable consumption and production approaches, particularly in the textile sector through the InTex Africa project.","UNEP provided support for Kenya in the textile sector through the InTex Africa project, which is part of UNEP's efforts to promote sustainable consumption and production approaches.","[""UNEP’s Textile Initiative provides strategic leadership and encourages sector-wide collaboration to accelerate a just transition towards a sustainable and circular textile value chain."", ""UNEP works along the entire textile value chain by applying UNEP’s roadmap for a circular textile sector, from developing global guidelines on trade and used textiles, to continuing and scaling its work on circular business models and access to environmental life-cycle data through its InTex project series, including the InTex Africa project (Kenya, South Africa, Tunisia).""]"
Kenya,2022-2026,https://sustainabilitydigitalage.org/featured/codes-action-plan-for-a-sustainable-planet-in-the-digital-age/,2022,2026,2024,CODES Action Plan for a Sustainable Planet in the Digital Age,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,sustainabilitydigitalage_org_CODES_Action_Plan_for_a_Sustainable_Planet_in_the_.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found about Kenya or 2022-2026.,No UNEP attribution found.,[]
Kenya,2022-2026,https://thedocs.worldbank.org/en/doc/088091923169511145-0560011984/original/WorldBankGroupArchivesfolder1242329.pdf,2022,2026,2024,United Nations Environmental Programme [UNEP] - General,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,thedocs_worldbank_org_United_Nations_Environmental_Programme_UNEP_Genera.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Kenya during 2022-2026, specifically regarding sustainable consumption and production, circular economy or green economy approaches.","The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, developing, adopting, revising, implementing, or taking action on policy instruments or standards related to sustainable consumption and production, circular economy, or green economy approaches in Kenya during 2022-2026.","[""No relevant phrases""]"
Kenya,2022-2026,https://ufmsecretariat.org/wp-content/uploads/2024/05/%E2%9C%85-Report-on-Green-Circular-Economy_EN.pdf,2022,2026,2024,REPORT: - Green Circular Economy at the ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,ufmsecretariat_org_REPORT_Green_Circular_Economy_at_the_.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found,No UNEP link found,[]
Kenya,2022-2026,https://um.dk/media/lzzo5ww5/unep-2022-2025.pdf,2022,2026,2024,Danish Organisation Strategy for United Nations ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,um_dk_Danish_Organisation_Strategy_for_United_Nations_.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya during 2022-2026, nor does it discuss specific policy instruments or standards for sustainable consumption and production, circular economy, or green economy approaches.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya during 2022-2026.",[]
Kenya,2022-2026,https://unctad.org/system/files/official-document/wir2024_en.pdf,2022,2026,2024,World Investment Report 2024,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unctad_org_World_Investment_Report_2024.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, or sustainable finance instruments in Kenya during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any policy instrument or standard in Kenya during 2022-2026.,[]
Kenya,2022-2026,https://unece.org/sites/default/files/2025-11/NbS%202515391E_WEB.pdf,2022,2026,2024,Promoting Nature-based Solutions and Sustainable ...,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unece_org_Promoting_Nature_based_Solutions_and_Sustainable_.txt,False,False,False,,0,0,none,none,unclear,unclear,"No explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards/policy instruments accelerating SCP/circularity/green economy approaches in Kenya (2022-2026) was found.","No explicit link between UNEP or UNEP-supported work and policy instruments/standards for SCP, circularity, or green economy approaches in Kenya (2022-2026) was found.",[]
Kenya,2022-2026,https://unesdoc.unesco.org/ark:/48223/pf0000388948,2022,2026,2024,The United Nations World Water Development Report 2024,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unesdoc_unesco_org_The_United_Nations_World_Water_Development_Report_.txt,False,False,False,,0,0,none,none,unclear,unclear,,,[]
Kenya,2022-2026,https://unfccc.int/sites/default/files/2025-12/Kenya%27s%20Adcom%20Report%20v6-Jan%202025.pdf,2022,2026,2024,Kenya's Adaptation Communication to the United Nations ...,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unfccc_int_Kenya_s_Adaptation_Communication_to_the_United_Nat.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence of adopted or implemented policy instruments and/or standards for sustainable consumption and production, circular economy, or green economy approaches in Kenya during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya during 2022-2026.","[""The document discusses Kenya's climate change adaptation efforts, policies, and strategies, but does not provide evidence of specific policy instruments or standards adopted or implemented for sustainable consumption and production, circular economy, or green economy approaches.""]"
Kenya,2022-2026,https://unfccc.int/sites/default/files/resource/Initial%20Biennial%20Update%20Report.pdf,2022,2026,2024,Kenya's Initial Biennial Update Report,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,unfccc_int_Kenya_s_Initial_Biennial_Update_Report.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Kenya,2022-2026,https://www.awf.org/sites/default/files/2023-07/Kenya%20Country%20Strategy%202021%20%E2%80%93%202030.pdf,2022,2026,2024,Kenya Country Strategy,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_awf_org_Kenya_Country_Strategy.txt,False,False,False,,0,0,none,none,none,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy or green economy approaches, or related policy instruments and standards for Kenya in 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya (2022-2026).","[""The document mentions Kenya's Vision 2030, the Green Economy Strategy and Implementation Plan (GESIP), and the National Wildlife Strategy 2030, but does not provide explicit evidence of adopted or implemented policy instruments or standards for sustainable consumption and production, circular economy, or green economy approaches.""]"
Kenya,2022-2026,https://www.canada.ca/en/environment-climate-change/corporate/transparency/priorities-management/departmental-sustainable-development-strategy/2023-2027.html,2022,2026,2024,"Departmental Sustainable Development Strategy, 2023 to ...",UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_canada_ca_Departmental_Sustainable_Development_Strategy_2023.txt,False,False,False,,0,0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Kenya,2022-2026,https://www.csis.org/analysis/kenyas-green-leadership-shaping-africas-climate-future,2022,2026,2024,Kenya's Green Leadership: Shaping Africa's Climate Future,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_csis_org_Kenya_s_Green_Leadership_Shaping_Africa_s_Climate_.txt,False,False,False,,0,0,none,none,unclear,unclear,Document not retrieved due to fetch error. No evidence available for assessment.,Document not retrieved due to fetch error. No evidence available for assessment.,[]
Kenya,2022-2026,https://www.dcceew.gov.au/sites/default/files/documents/australias-circular-economy-framework.pdf,2022,2026,2024,Australia's Circular Economy Framework,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_dcceew_gov_au_Australia_s_Circular_Economy_Framework.txt,False,False,False,,0,0,none,none,none,none,"The document is about Australia's Circular Economy Framework and does not mention Kenya or the time window 2022-2026. Therefore, it is not relevant to the task.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2022-2026,https://www.energy.go.ke/sites/default/files/KAWI/strategicplan/240311_%20KNCTS%20Strategy%20Version%203%2B%20EED%20Revisions%2BClean%20with%20in-line%20numbers1.pdf,2022,2026,2024,"Kenya National Cooking Transition Strategy, 2024 – 2028",UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_energy_go_ke_Kenya_National_Cooking_Transition_Strategy_2024_20.txt,True,False,False,,81,0,clean cooking transition strategy,developed,government,national,"The document provides a comprehensive strategy for transitioning to clean cooking solutions in Kenya, including policy instruments and implementation plans.",There is no explicit mention of UNEP or UNEP-supported work in the document.,"[""The Kenya National Cooking Transition Strategy (KNCTS) aims to transform the cooking sector in Kenya into a sustainable and profitable sector in line with the target of attaining universal access by 2028."", ""The strategy aims to guide and orient the country toward the goal of universal access through five interconnected action agendas."", ""The implementation budget is estimated to be KES 68 billion (US$ 455 million) spread over five years.""]"
Kenya,2022-2026,https://www.facebook.com/61564618844782/posts/as-the-permanent-host-country-of-un-environment-programme-headquarters-kenya-is-/122172956936487294/,2022,2026,2024,As the permanent host country of UN Environment ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_facebook_com_As_the_permanent_host_country_of_UN_Environment_.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or green finance instruments.","There is no explicit link between UNEP or UNEP-supported entities and any policy instrument, standard, or action mentioned in the document.",[]
Kenya,2022-2026,https://www.facebook.com/EnvironmentClimateChangeForestryKenya/posts/kenya-has-taken-progressive-steps-in-fighting-the-triple-planetary-crises-of-pol/260283689613499/,2022,2026,2024,"Ministry of Environment, Climate Change & Forestry",UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_facebook_com_Ministry_of_Environment_Climate_Change_Forestry.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, or sustainable finance instruments.","The document mentions UNEP but does not explicitly link UNEP to the adoption, development, revision, implementation, or action on a specific policy instrument or standard.","[""Kenya has taken progressive steps in fighting the triple planetary crises"", ""UNEP has played a vital role in creation of institutions, putting in place agreements that are addressing global environmental challenges""]"
Kenya,2022-2026,https://www.facebook.com/EnvironmentClimateChangeForestryKenya/posts/the-national-ozone-unit-in-the-ministry-of-environment-and-forestry-has-develope/305529391755595/,2022,2026,2024,"Ministry of Environment, Climate Change & Forestry",United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_facebook_com_Ministry_of_Environment_Climate_Change_Forestry.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, or sustainable finance instruments.","The document mentions UNEP but does not provide an explicit link between UNEP and the adoption, development, revision, implementation, or action on a policy instrument or standard.","[""Kenya has taken progressive steps in fighting the triple planetary crises"", ""UNEP has played a vital role in creation of institutions""]"
Kenya,2022-2026,https://www.frontiersin.org/journals/sustainability/articles/10.3389/frsus.2023.1190470/full,2022,2026,2024,Transitioning circular economy from policy to practice in ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_frontiersin_org_Transitioning_circular_economy_from_policy_to_prac.txt,True,False,False,,80,0,circular economy policy,adopted,government,national,"The document provides evidence of Kenya's efforts to transition to a circular economy, including the adoption of policies and laws such as the Sustainable Waste Management Act 2022, the Environmental Management and Coordination Act, and the Green Economy Strategy and Implementation Plan 2016–2030.",There is no explicit mention of UNEP's role in supporting or enabling Kenya's circular economy policies and laws.,"[""Kenya has adopted a model of the circular economy that emphasizes conservation and the use of resources to their fullest extent, including recycling."", ""The Sustainable Waste Management Act 2022 has outlined measures that directly relate to the promotion of circular economy-related practices."", ""The Green Economy Strategy and Implementation Plan 2016–2030 encourages the transition to a green economy and circular economy techniques throughout several sectors of the economy.""]"
Kenya,2022-2026,https://www.gov.uk/government/publications/green-finance-strategy/mobilising-green-investment-2023-green-finance-strategy,2022,2026,2024,Mobilising green investment: 2023 green finance strategy,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_gov_uk_Mobilising_green_investment_2023_green_finance_str.txt,False,False,False,,0,0,none,none,none,none,"The document does not contain explicit evidence related to Kenya or the time window 2022-2026. It appears to be a UK government policy paper on green finance strategy, published in 2023.",There is no mention of UNEP or UNEP-supported work in relation to Kenya or the time window 2022-2026.,[]
Kenya,2022-2026,https://www.iea.org/data-and-statistics/data-tools/global-ev-policy-explorer,2022,2026,2024,Global EV Policy Explorer – Data Tools,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_iea_org_Global_EV_Policy_Explorer_Data_Tools.txt,False,False,False,,0,0,none,none,unclear,unclear,"The document does not contain any information related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards for Kenya in 2022-2026.",There is no mention of UNEP or UNEP-supported work in the document.,[]
Kenya,2022-2026,https://www.innovationagency.go.ke/storage/pub-docs/ken_pub_KENIA%20STRATEGIC%20PLAN%202023-2027%20FINAL.pdf,2022,2026,2024,ken_pub_KENIA STRATEGIC PLAN 2023-2027 FINAL.pdf,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_innovationagency_go_ke_ken_pub_KENIA_STRATEGIC_PLAN_2023_2027_FINAL_pdf.txt,False,False,False,,0,0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Kenya,2022-2026,https://www.instagram.com/reel/DSAf2iujaRK/,2022,2026,2024,"UN Environment Programme on Instagram: ""#UNEA7 has ...",United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_instagram_com_UN_Environment_Programme_on_Instagram_UNEA7_has_.txt,False,False,False,,0,0,none,none,unclear,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, or sustainable finance policies or standards in Kenya for the period 2022-2026.",The document does not explicitly link UNEP or UNEP-supported work to any policy instrument or standard in Kenya for the period 2022-2026.,[]
Kenya,2022-2026,https://www.learningfornature.org/wp-content/uploads/2023/10/Building-Circularity-into-NDCs_A-Practical-Toolbox-User-Guide-Final.pdf,2022,2026,2024,Building Circularity into Nationally Determined Contributions,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_learningfornature_org_Building_Circularity_into_Nationally_Determined_Co.txt,False,False,False,,0,0,none,none,none,none,The document does not provide explicit evidence related to Kenya or the time window 2022-2026. It appears to be a general guide on building circularity into Nationally Determined Contributions (NDCs) and does not mention specific policy instruments or standards adopted or taken action on by Kenya.,"The document does not explicitly link UNEP or UNEP-supported work to enabling, supporting, developing, adopting, revising, implementing, or taking action on specific policy instruments or standards in Kenya.","[""No relevant phrases found.""]"
Kenya,2022-2026,https://www.mdpi.com/2071-1050/17/23/10567,2022,2026,2024,Renewable Energy in Policy Frameworks: A Comparative ...,UNEP programme Kenya sustainable consumption and production strategy revised policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_mdpi_com_Renewable_Energy_in_Policy_Frameworks_A_Comparativ.txt,False,False,False,,0,0,none,none,none,global,"The document does not contain explicit evidence related to sustainable consumption and production, circular economy, green economy, sustainable public procurement, resource efficiency, life-cycle approaches, sustainable finance, or standards/policy instruments that accelerate SCP/circularity/green economy approaches in Kenya during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya during 2022-2026.","[""No relevant phrases""]"
Kenya,2022-2026,https://www.mfa.go.ke/sites/default/files/2025-11/Diplomacy%20Journal%20Issue2%20FINAL%204%20NOV%202025.pdf,2022,2026,2024,Kenya at the Frontlines of Global Change,United Nations Environment Programme supported Kenya eco-label standard approved policy instrument standard strategy regulation framework action plan government institution private sector public sector after:2022-01-01 before:2026-01-01,www_mfa_go_ke_Kenya_at_the_Frontlines_of_Global_Change.txt,False,False,False,,0,0,none,none,government,national,"The document does not contain explicit evidence of adopted or implemented policy instruments or standards for sustainable consumption and production (SCP), circular economy, green economy, or sustainable finance in Kenya during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the adoption, development, revision, implementation, or action on policy instruments or standards in Kenya during 2022-2026.",[]
