Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,digital_relevant,unep_attributed,attributable_relevant_doc,sd,digital_practice_score,unep_attribution_score,improvement_type,action_stage,actor_type,evidence_level,digital_justification,unep_justification,evidence_phrases
Kenya,2022-2026,https://www.unodc.org/documents/data-and-analysis/Crimes%20on%20Environment/ECR25_P2b_Minerals_Crime.pdf,2022,2026,2024,Minerals Crime,UNEP initiative Kenya environmental data analytics upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_unodc_org_Minerals_Crime.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No UNEP link found.,[]
Kenya,2022-2026,https://www.youtube.com/watch?v=EsvAL5Phza8,2022,2026,2024,Developing AI-based biodiversity solutions in Kenya,UNEP initiative Kenya environmental data analytics upgraded data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_youtube_com_Developing_AI_based_biodiversity_solutions_in_Keny.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2022-2026.",There is no explicit link between UNEP or UNEP-supported work and any improvements or capacity development in data management or sustainable AI practices in Kenya during 2022-2026.,[]
Kenya,2022-2026,https://www.youtube.com/watch?v=hozXctc2_ts,2022,2026,2024,"""Data Science at the Government of Kenya – Leveraging Data ...",World Environment Situation Room Kenya national environmental data platform skills development data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2022-01-01 before:2026-01-01,www_youtube_com__Data_Science_at_the_Government_of_Kenya_Leveragin.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Kenya during 2022-2026.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Kenya during 2022-2026.",[]
Lebanon,2018-2022,https://aiforgood.itu.int/about-us/,2018,2022,2020,About us - AI for Good - ITU,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,aiforgood_itu_int_About_us_AI_for_Good_ITU.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found,No UNEP link found,[]
Lebanon,2018-2022,https://aiforgood.itu.int/about-us/un-ai-actions/unep/,2018,2022,2020,United Nations Environment Programme (UNEP) - AI for Good,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,aiforgood_itu_int_United_Nations_Environment_Programme_UNEP_AI_for_G.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No UNEP link found.,[]
Lebanon,2018-2022,https://commonland.com/wp-content/uploads/2021/08/Land-restoration-reclaiming-landscapes-for-a-sustainable-future-by-Chabay-Ilan-Frick-Martin-Helgeson-Jennifer-Elseviers-2015.pdf,2018,2022,2020,Land Restoration,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,commonland_com_Land_Restoration.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to Lebanon or the time window 2018-2022, nor does it discuss improvements in data management, environmental data systems, or sustainable AI practices.",There is no explicit link between UNEP or UNEP-supported work and any improvements in data management or sustainable AI practices in Lebanon.,[]
Lebanon,2018-2022,https://documents1.worldbank.org/curated/en/630671538158537244/pdf/The-World-Bank-Annual-Report-2018.pdf,2018,2022,2020,The World Bank Annual Report 2018,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,documents1_worldbank_org_The_World_Bank_Annual_Report_2018.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI for Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,2018,2022,2020,First Global Report,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,environmentalmigration_iom_int_First_Global_Report.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to Lebanon or the time window 2018–2022. It discusses environmental rule of law and governance globally, but does not provide specific information on digital/data management, sustainable AI practices, or capacity and skills development in Lebanon.","There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon (2018–2022).",[]
Lebanon,2018-2022,https://files.unsdsn.org/Big%2BData-report%2BFINAL.pdf,2018,2022,2020,Big Data and the Sustainable Development Goals: ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,files_unsdsn_org_Big_Data_and_the_Sustainable_Development_Goals_.txt,False,False,False,,0.0,0.0,none,none,none,none,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Lebanon during 2018-2022.,There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management or environmentally sustainable AI practices in Lebanon during 2018-2022.,[]
Lebanon,2018-2022,https://gar.undrr.org/sites/default/files/reports/2019-05/full_gar_report.pdf,2018,2022,2020,United Nations Office for Disaster Risk Reduction,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,gar_undrr_org_United_Nations_Office_for_Disaster_Risk_Reduction.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document does not contain explicit evidence related to measured improvements in digital/data management or environmentally sustainable AI practices in Lebanon during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and any improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://ggim.un.org/meetings/GGIM-committee/10th-Session/documents/2020_UN-Geospatial-Network-Blueprint-Landscape.pdf,2018,2022,2020,BLUEPRINT Geospatial Landscape of the United Nations ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,ggim_un_org_BLUEPRINT_Geospatial_Landscape_of_the_United_Natio.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Lebanon,2018-2022,https://hs.hdr.undp.org/pdf/srhs2022.pdf,2018,2022,2020,New threats to human security in the Anthropocene,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,hs_hdr_undp_org_New_threats_to_human_security_in_the_Anthropocene.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found due to document fetch error.,No relevant information found due to document fetch error.,[]
Lebanon,2018-2022,https://ic-sd.org/wp-content/uploads/2019/09/190920-Abstract-book_poster-presentations_FINAL-WEB-COPY.pdf,2018,2022,2020,Abstract Book,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,ic-sd_org_Abstract_Book.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI for Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://moen.gov.iq/files/POST_FILE/Iraq_BTR__9_September_2025_Final_English_Designed.pdf,2018,2022,2020,foreward,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,moen_gov_iq_foreward.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found in the document.,No UNEP link found in the document.,[]
Lebanon,2018-2022,https://onlinelibrary.wiley.com/doi/10.1111/gcb.15513,2018,2022,2020,Getting the message right on nature‐based solutions to ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,onlinelibrary_wiley_com_Getting_the_message_right_on_nature_based_solution.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity and skills development in Lebanon during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and the SP7.1 improvement/capacity/sustainable AI outcome in the document.,[]
Lebanon,2018-2022,https://openknowledge.fao.org/server/api/core/bitstreams/a2090042-8cda-4f35-9881-16f6302ce757/content,2018,2022,2020,The State of World Fisheries and Aquaculture 2022,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,openknowledge_fao_org_The_State_of_World_Fisheries_and_Aquaculture_2022.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Lebanon,2018-2022,https://par.nsf.gov/servlets/purl/10344122,2018,2022,2020,Climate change and COP26,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,par_nsf_gov_Climate_change_and_COP26.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://pdfs.semanticscholar.org/9e3b/22d29c721e1263d3eecd8527ee6851cae046.pdf,2018,2022,2020,"UAV-Supported Forest Regeneration: Current Trends, ...",UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,pdfs_semanticscholar_org_UAV_Supported_Forest_Regeneration_Current_Trends_.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://portals.iucn.org/library/sites/library/files/documents/WCC-7th-008-En.pdf,2018,2022,2020,Motions,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,portals_iucn_org_Motions.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No relevant information found.,[]
Lebanon,2018-2022,https://pure.iiasa.ac.at/id/eprint/16067/1/24797GSDR_report_2019.pdf,2018,2022,2020,THE FUTURE IS NOW,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,pure_iiasa_ac_at_THE_FUTURE_IS_NOW.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No document text available for analysis due to fetch error.,No document text available for analysis due to fetch error.,[]
Lebanon,2018-2022,https://unctad.org/system/files/official-document/wir2020_en.pdf,2018,2022,2020,World Investment Report 2020,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unctad_org_World_Investment_Report_2020.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://unece.org/sites/default/files/2021-10/S7_2_UNDA%20project_UNECE_UNEP_ENG_revised%281%29.pdf,2018,2022,2020,Updates on the status of capacity-development,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unece_org_Updates_on_the_status_of_capacity_development.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Lebanon during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://unesdoc.unesco.org/ark:/48223/pf0000377433.locale=en,2018,2022,2020,UNESCO Science Report: the race against time for smarter ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unesdoc_unesco_org_UNESCO_Science_Report_the_race_against_time_for_sm.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document is not relevant to the task as it does not contain information about Lebanon, UNEP, or improvements in data management and environmentally sustainable artificial intelligence practices.",There is no mention of UNEP or its activities related to the task.,[]
Lebanon,2018-2022,https://unfccc.int/sites/default/files/resource/LEBANON-%20Third%20Biennial%20Update%20Report%202019.pdf,2018,2022,2020,LEBANON- Third Biennial Update Report 2019. ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unfccc_int_LEBANON_Third_Biennial_Update_Report_2019_.txt,False,False,False,,0.0,0.0,none,none,government,national,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Lebanon during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","[""No relevant phrases found""]"
Lebanon,2018-2022,https://unfccc.int/sites/default/files/resource/Lebanon%20BUR4%202021.pdf,2018,2022,2020,Lebanon BUR4 2021.pdf,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unfccc_int_Lebanon_BUR4_2021_pdf.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant information found.,No UNEP link found.,[]
Lebanon,2018-2022,https://unhabitat.org/sites/default/files/2021/05/annual_progress_report_2020_final.pdf,2018,2022,2020,Annual Report - 2020,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unhabitat_org_Annual_Report_2020.txt,False,False,False,,0.0,0.0,none,none,UN or international organization,national,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Lebanon during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","[""No relevant phrases found""]"
Lebanon,2018-2022,https://unitar.org/sites/default/files/media/file/The%20Future%20is%20now%20GSDR%20Report%202019.pdf,2018,2022,2020,THE FUTURE IS NOW,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,unitar_org_THE_FUTURE_IS_NOW.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Lebanon,2018-2022,https://uploads.water-energy-food.org/resources/wio9781789062595.pdf,2018,2022,2020,Implementing the Water–Energy–Food–Ecosystems Nexus ...,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,uploads_water-energy-food_org_Implementing_the_Water_Energy_Food_Ecosystems_Nexu.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant evidence found due to document fetch failure.,No UNEP link found due to document fetch failure.,[]
Lebanon,2018-2022,https://www.allianz.com/content/dam/onemarketing/azcom/Allianz_com/sustainability/documents/Allianz_Group_Sustainability_Report_2020-web.pdf,2018,2022,2020,ALLIANZ GROUP SUSTAINABILITY REPORT 2020,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_allianz_com_ALLIANZ_GROUP_SUSTAINABILITY_REPORT_2020.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,The document is not relevant to the task as it is a sustainability report of Allianz Group and does not contain information about Lebanon or SP7.1 indicator.,There is no mention of UNEP or UNEP-supported work in the document.,[]
Lebanon,2018-2022,https://www.apru.org/tag/news/,2018,2022,2020,News Archives - APRU,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_apru_org_News_Archives_APRU.txt,False,False,False,,0.0,0.0,none,none,none,none,"The provided document text does not contain explicit evidence related to Lebanon during 2018-2022, nor does it discuss digital/data management, environmentally sustainable AI practices, or capacity/skills development in these areas.",There is no mention of UNEP or UNEP-supported work in the provided document text.,[]
Lebanon,2018-2022,https://www.bpbes.net.br/wp-content/uploads/2019/03/GEO6-SPM_EN.pdf,2018,2022,2020,Ref,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_bpbes_net_br_Ref.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Lebanon during 2018-2022.","There is no explicit link between UNEP (United Nations Environment Programme), UNEP Digital Transformation work, WESR, or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.facebook.com/unescwa/posts/today-escwa-held-a-regional-workshop-on-the-development-of-transport-statistics-/2437635169658465/,2018,2022,2020,ESCWA's post,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_facebook_com_ESCWA_s_post.txt,False,False,False,,0.0,0.0,none,none,unclear,regional,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2021.685298/full,2018,2022,2020,Sysrev: A FAIR Platform for Data Curation and Systematic ...,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_frontiersin_org_Sysrev_A_FAIR_Platform_for_Data_Curation_and_Syste.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and the described improvements in data management or sustainable AI practices in Lebanon during 2018-2022.,[]
Lebanon,2018-2022,https://www.graduateinstitute.ch/sites/internet/files/2021-02/GHC-Guide.pdf,2018,2022,2020,A GUIDE TO GLOBAL HEALTH DIPLOMACY,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_graduateinstitute_ch_A_GUIDE_TO_GLOBAL_HEALTH_DIPLOMACY.txt,False,False,False,,0.0,0.0,none,none,none,none,"The document does not contain explicit evidence related to improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in data management or AI in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and any measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.greenindustryplatform.org/blog/promise-and-peril-digital-ecosystem-planet,2018,2022,2020,The Promise and Peril of a Digital Ecosystem for the Planet,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_greenindustryplatform_org_The_Promise_and_Peril_of_a_Digital_Ecosystem_for_t.txt,False,False,False,,0.0,0.0,none,none,unclear,global,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Lebanon during 2018-2022.,"The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.guninetwork.org/wp-content/uploads/2023/07/download_full_report_heiw7.pdf,2018,2022,2020,Higher Education in the World 7,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_guninetwork_org_Higher_Education_in_the_World_7.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found due to document fetch error.,No evidence found due to document fetch error.,[]
Lebanon,2018-2022,https://www.hhrjournal.org/wp-content/uploads/sites/2//2021/12/hhrj_23-2_dec-2021.pdf,2018,2022,2020,Health and Human Rights Journal,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_hhrjournal_org_Health_and_Human_Rights_Journal.txt,False,False,False,,0.0,0.0,none,none,academic / research institution,global,"The document is an academic journal focused on health and human rights, and does not contain explicit evidence related to digital transformation, environmental data management, sustainable AI practices, or capacity and skills development in Lebanon during 2018-2022.","The document does not mention UNEP or any UNEP-supported work related to digital transformation, environmental data management, sustainable AI practices, or capacity and skills development in Lebanon during 2018-2022.","[""The journal discusses ecological justice, the right to health, and the interconnectedness of human and nonhuman well-being, but does not provide evidence of measured improvements in data management and environmentally sustainable AI practices.""]"
Lebanon,2018-2022,https://www.local2030.org/library/695/Youth-and-the-2030-Agenda-for-Sustainable-Development.pdf,2018,2022,2020,WORLD YOUTH REPORT,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_local2030_org_WORLD_YOUTH_REPORT.txt,False,False,False,,0.0,0.0,none,none,none,global,"The document does not contain explicit evidence related to Lebanon during 2018-2022, nor does it discuss improved data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in these areas.","There is no mention of UNEP or UNEP-supported work linked to improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.oecd.org/en/publications/2018/03/oecd-tourism-trends-and-policies-2018_g1g87153/full-report/component-9.html,2018,2022,2020,Towards investment and financing for sustainable tourism,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_oecd_org_Towards_investment_and_financing_for_sustainable_t.txt,False,False,False,,0.0,0.0,none,none,unclear,global,The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices in Lebanon during 2018-2022.,"There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.rempec.org/en/knowledge-centre/online-catalogue/studyontrends2022.pdf,2018,2022,2020,STUDY ON TRENDS AND OUTLOOK OF MARINE POLLUTION,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_rempec_org_STUDY_ON_TRENDS_AND_OUTLOOK_OF_MARINE_POLLUTION.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No evidence found due to document fetch failure,No evidence found due to document fetch failure,[]
Lebanon,2018-2022,https://www.researchgate.net/publication/326137160_Prioritising_SDG_targets_assessing_baselines_gaps_and_interlinkages,2018,2022,2020,"Prioritising SDG targets: assessing baselines, gaps and ...",UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_researchgate_net_Prioritising_SDG_targets_assessing_baselines_gaps_.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmental data systems/platforms/workflows, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",There is no explicit link between UNEP or UNEP-supported work and any improvements in data management or sustainable AI practices in Lebanon during 2018-2022.,[]
Lebanon,2018-2022,https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/WESS2018_full_web.pdf,2018,2022,2020,Frontier Technologies For Sustainable Development,UNEP assisted Lebanon environment statistics data management established data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_un_org_Frontier_Technologies_For_Sustainable_Development.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Lebanon,2018-2022,https://www.unep.org/data-resources,2018,2022,2020,Data Resources,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_unep_org_Data_Resources.txt,False,False,False,,0.0,0.0,none,none,unclear,global,"The document does not contain explicit evidence of measured improvements in data management and environmentally sustainable artificial intelligence practices, including capacity and skills development, among countries and stakeholders in Lebanon during 2018-2022.","The document does not explicitly link UNEP or UNEP-supported work to the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.unep.org/publications-data,2018,2022,2020,Publications & Knowledge,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_unep_org_Publications_Knowledge.txt,False,False,False,,0.0,0.0,none,none,unclear,global,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and measured improvements in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
Lebanon,2018-2022,https://www.unescap.org/sites/default/files/APMR2020_FullReport.pdf,2018,2022,2020,Asia-Pacific Migration Report 2020,UNEP initiative Lebanon geospatial environmental data operationalized data management artificial intelligence AI capacity skills environmental information system government stakeholder institution platform training after:2018-01-01 before:2022-01-01,www_unescap_org_Asia_Pacific_Migration_Report_2020.txt,False,False,False,,0.0,0.0,none,none,unclear,unclear,"The document does not contain explicit evidence related to measured improvements in data management, environmentally sustainable AI practices, or capacity and skills development in Lebanon during 2018-2022.","There is no explicit link between UNEP or UNEP-supported work and the measured improvement in data management, environmentally sustainable AI practices, or capacity/skills development in Lebanon during 2018-2022.",[]
