Entity,TimeWindow,Link,period_start,period_end,period_midpoint,Title,Query,TextFile,law_relevant,unep_attributed,attributable_relevant_doc,sd,env_law_score,unep_attribution_score,support_type,action_stage,evidence_level,law_justification,unep_justification,evidence_phrases
Ghana,2022-2026,https://www.undp.org/ghana/publications/environment-and-climate-change-ghana-policy-brief,2022,2026,2024,Environment and Climate Change in Ghana: Policy Brief,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_undp_org_Environment_and_Climate_Change_in_Ghana_Policy_Bri.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Ghana for the period 2022-2026.",There is no explicit link between UNEP and any environmental law or policy initiative in Ghana for the period 2022-2026.,[]
Ghana,2022-2026,https://www.unep.org/annualreport/2022,2022,2026,2024,"UNEP, annual report, 2022",UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_UNEP_annual_report_2022.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information about Ghana's environmental law or institutional support initiatives for 2022-2026.,No explicit link between UNEP and environmental law or institutional support initiatives in Ghana for 2022-2026.,[]
Ghana,2022-2026,https://www.unep.org/ghana,2022,2026,2024,Ghana - UN Environment Programme,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_Ghana_UN_Environment_Programme.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found about Ghana's environmental law or institutional support initiatives for 2022-2026.,No explicit link to UNEP found in relation to environmental law or institutional support initiatives for Ghana in 2022-2026.,[]
Ghana,2022-2026,https://www.unep.org/resources/newsletter/environmental-governance-update,2022,2026,2024,Environmental Governance Update,UNEP project Ghana pollution control law adopting environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_unep_org_Environmental_Governance_Update.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP attribution found,[]
Ghana,2022-2026,https://www.whitehouse.gov/presidential-actions/2025/01/putting-america-first-in-international-environmental-agreements/,2022,2026,2024,Putting America First In International Environmental ...,United Nations Environment Programme supported Ghana EIA law developing environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2022-01-01 before:2026-01-01,www_whitehouse_gov_Putting_America_First_In_International_Environment.txt,False,False,False,,0.0,0.0,none,none,global,The document does not contain explicit evidence related to Ghana or environmental law and governance in Ghana for the period 2022-2026.,There is no mention of UNEP in relation to Ghana or environmental law and governance in Ghana for the period 2022-2026.,[]
Kenya,2018-2022,http://en.brigc.net/Reports/Report_Download/2020/202012/P020210202120471013629.pdf,2018,2022,2020,Green Development Guidance for BRI Projects Baseline ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,False,False,False,,0.0,0.0,none,none,unclear,"Document could not be retrieved, hence no evidence available.","Document could not be retrieved, hence no evidence available.",[]
Kenya,2018-2022,https://afrodad.org/sites/default/files/publications/Mineral-Resource-Governance-in-East-Africa.pdf,2018,2022,2020,MINERAL RESOURCE GOVERNANCE IN EAST AFRICA,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,afrodad_org_MINERAL_RESOURCE_GOVERNANCE_IN_EAST_AFRICA.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://cgspace.cgiar.org/bitstreams/d1b1b56e-1357-4901-97d2-3e99f86b5382/download,2018,2022,2020,Operationalizing payments for ecosystem services ... - CGSpace,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,cgspace_cgiar_org_Operationalizing_payments_for_ecosystem_services_C.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://climateactiontracker.org/countries/kenya/2021-09-15/policies-action/,2018,2022,2020,Kenya,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,climateactiontracker_org_Kenya.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found about Kenya's environmental law or institutional support initiatives from 2018-2022.,No explicit link to UNEP found in relation to environmental law or institutional support initiatives for Kenya from 2018-2022.,[]
Kenya,2018-2022,https://digitallibrary.un.org/record/1655544/files/A_73_419-EN.pdf,2018,2022,2020,A/73/419* General Assembly,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,digitallibrary_un_org_A_73_419_General_Assembly.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://documents1.worldbank.org/curated/en/939861592515485722/pdf/Kenya-Country-Environmental-Analysis.pdf,2018,2022,2020,Kenya Country Environmental Analysis - World Bank Document,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,documents1_worldbank_org_Kenya_Country_Environmental_Analysis_World_Bank_Do.txt,False,False,False,,0.0,0.0,none,none,national,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.","There is no explicit link between UNEP and any environmental law, legal instrument, regulation, law, legal framework, or institutional support initiative in Kenya during 2018-2022.","[""The document does not contain specific phrases related to environmental law or UNEP attribution.""]"
Kenya,2018-2022,https://ecowap.ecowas.int/media/ecowap/file_document/2020_ECOWAS_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_Final_Version_-_ENG.pdf,2018,2022,2020,ECOWAS ENVIRONMENTAL ACTION PLAN 2020-2026,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,ecowap_ecowas_int_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_2020_2026.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Kenya during 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation; or contribution to internationally agreed environmental objectives.",There is no explicit link between UNEP and any environmental law or policy support initiative in Kenya during 2018-2022 mentioned in the document.,"[""The document primarily discusses the ECOWAS Environmental Action Plan 2020-2026, which is focused on West Africa, not Kenya.""]"
Kenya,2018-2022,https://egyankosh.ac.in/bitstream/123456789/110552/1/Block-1.pdf,2018,2022,2020,MEV-003 ENVIRONMENTAL ACTS LAWS AND POLICIES,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,egyankosh_ac_in_MEV_003_ENVIRONMENTAL_ACTS_LAWS_AND_POLICIES.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No UNEP link found,[]
Kenya,2018-2022,https://environmentalmigration.iom.int/sites/g/files/tmzbdl1411/files/documents/2023-11/environmental_rule_of_law.pdf,2018,2022,2020,First Global Report,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,environmentalmigration_iom_int_First_Global_Report.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to Kenya in 2018-2022 about new or strengthened environmental policies, laws, regulations, or legal frameworks; institutional support initiatives for environmental law or governance; or strengthening environmental rule of law, compliance, enforcement, access to justice, or MEA implementation.","The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any environmental law, legal framework, or institutional support initiative in Kenya during 2018-2022.","[""The document is a global report on environmental rule of law and does not specifically mention Kenya or provide evidence of new policies or institutional support initiatives for environmental law in Kenya during 2018-2022.""]"
Kenya,2018-2022,https://epi.yale.edu/downloads/epi2018reportv06191901.pdf,2018,2022,2020,2018 ENVIRONMENTAL PERFORMANCE INDEX,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,epi_yale_edu_2018_ENVIRONMENTAL_PERFORMANCE_INDEX.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or policy initiative in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://globalabc.org/sites/default/files/inline-files/2020%20Buildings%20GSR_FULL%20REPORT.pdf,2018,2022,2020,2020global status report - for buildings and construction,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,globalabc_org_2020global_status_report_for_buildings_and_constru.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://library.sprep.org/sites/default/files/2021-03/international-environmental-law.pdf,2018,2022,2020,International Environmental Law,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,library_sprep_org_International_Environmental_Law.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found,No UNEP attribution found,[]
Kenya,2018-2022,https://link.springer.com/article/10.1007/s10784-019-09445-8,2018,2022,2020,Effective governance of transnational adaptation initiatives,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,link_springer_com_Effective_governance_of_transnational_adaptation_i.txt,False,False,False,,0.0,0.0,none,none,global,,,[]
Kenya,2018-2022,https://napglobalnetwork.org/wp-content/uploads/2022/01/napgn-en-2022-kenya-NCCAP-2018-2022-Implemantation-Status-Report.pdf,2018,2022,2020,National Climate Change Action Plan 2018-2022,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,napglobalnetwork_org_National_Climate_Change_Action_Plan_2018_2022.txt,True,False,False,,80.0,0.0,institutional support initiative,implemented,national,"The document provides evidence of Kenya's efforts to implement its National Climate Change Action Plan (NCCAP) 2018-2022, which includes various initiatives related to climate change adaptation and mitigation. The report highlights progress made in several areas, including disaster risk management, food and nutrition security, water and the blue economy, forestry, wildlife and tourism, health, sanitation and human settlements, manufacturing, and energy and transport. The document also mentions the development of policies and regulations to support climate change actions.",There is no explicit mention of UNEP's involvement or support in the implementation of the NCCAP or other climate change initiatives in Kenya.,"[""The National Climate Change Action Plan (NCCAP) 2018-2022 sets out the path towards low carbon climate resilient development"", ""The report highlights key achievements made across the seven NCCAP strategic objectives"", ""The preparation of the report was coordinated by the CCD of the Ministry of Environment and Forestry (MEF), with the support of the NAP Global Network, International Institute for Sustainable Development (IISD)""]"
Kenya,2018-2022,https://nicholasinstitute.duke.edu/sites/default/files/publications/20-Years-of-Government-Responses-to-the-Global-Plastic-Pollution-Problem_final_reduced.pdf,2018,2022,2020,20 Years of Government Responses to the Global Plastic ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://pmc.ncbi.nlm.nih.gov/articles/PMC7505666/,2018,2022,2020,An evaluation of the environmental impact assessment ... - PMC,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,pmc_ncbi_nlm_nih_gov_An_evaluation_of_the_environmental_impact_assessme.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://repository.graduateinstitute.ch/record/299187/files/GGC_Greening%20Trade_CDB_Final.pdf,2018,2022,2020,greening international trade: pathways forward,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,repository_graduateinstitute_ch_greening_international_trade_pathways_forward.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://repository.uclawsf.edu/context/hastings_law_journal/article/3846/viewcontent/6___HLJ70.2_Yang_1.pdf,2018,2022,2020,The Emergence of the Environmental Impact Assessment ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,repository_uclawsf_edu_The_Emergence_of_the_Environmental_Impact_Assessme.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Kenya,2018-2022,https://sdgs.un.org/sites/default/files/2021-04/Publication%20-%20Making%20Peace%20with%20Nature%20A%20scientific%20blueprint%20to%20tackle%20the%20climate%2C%20biodiversity%20and%20pollution%20emergencies.pdf,2018,2022,2020,Making Peace with Nature,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,sdgs_un_org_Making_Peace_with_Nature.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.","There is no explicit link between UNEP and any environmental law, policy, or institutional support initiative in Kenya during 2018-2022.","[""This publication may be reproduced in whole or in part and in any form for educational or non-profit services without special permission from the copyright holder""]"
Kenya,2018-2022,https://swed.bio/wp-content/uploads/2019/06/FinalHandbookHumanRightsBiodiversityCILMSeds2019.pdf,2018,2022,2020,Human right to a healthy environment for a thriving Earth,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,swed_bio_Human_right_to_a_healthy_environment_for_a_thrivin.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Kenya,2018-2022,https://thedocs.worldbank.org/en/doc/482771571323560234-0120022019/original/WBGReport1017Digital.pdf,2018,2022,2020,"ILLEGAL LOGGING, FISHING, AND WILDLIFE TRADE",UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,thedocs_worldbank_org_ILLEGAL_LOGGING_FISHING_AND_WILDLIFE_TRADE.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and environmental law strengthening or institutional support initiatives in Kenya during 2018-2022.,"[""This paper was prepared under the guidance of Benoit Blarel, Practice Manager. Julia Bucknall and Garo Batmanian provided invaluable advice during the preparation and consultation phase of the paper.""]"
Kenya,2018-2022,https://um.dk/media/nakniblj/danish-organisation-strategy-for-united-nations-environment-programme-unep-20222025.pdf,2018,2022,2020,danish-organisation-strategy-for-united-nations- ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,um_dk_danish_organisation_strategy_for_united_nations_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing environmental law or governance outcomes in Kenya during 2018-2022.,"[""No relevant evidence found""]"
Kenya,2018-2022,https://unepccc.org/wp-content/uploads/2019/04/agr-final-version-2018.pdf,2018,2022,2020,The Adaptation Gap Report 2018. United Nations ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unepccc_org_The_Adaptation_Gap_Report_2018_United_Nations_.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://unesdoc.unesco.org/ark:/48223/pf0000247444,2018,2022,2020,Education for Sustainable Development Goals: learning ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,unesdoc_unesco_org_Education_for_Sustainable_Development_Goals_learni.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://webapps.ifad.org/members/eb/131/docs/EB-2020-131-R-4.pdf?attach=1,2018,2022,2020,"Updated Social, Environmental, and Climate Assessment ...",UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,webapps_ifad_org_Updated_Social_Environmental_and_Climate_Assessmen.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.adaptationcommunity.net/wp-content/uploads/2019/09/giz2019-en-eba-governance-study-low-res.pdf,2018,2022,2020,Governance for Ecosystem-based Adaptation,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_adaptationcommunity_net_Governance_for_Ecosystem_based_Adaptation.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found in the document.,No UNEP attribution found in the document.,[]
Kenya,2018-2022,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Publications/Assessing_progress_in_forest_law_enforcement_and_governance_in_Africa.pdf,2018,2022,2020,Assessing progress in forest law enforcement and ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_afdb_org_Assessing_progress_in_forest_law_enforcement_and_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.cambridge.org/core/journals/transnational-environmental-law/article/mind-the-compliance-gap-how-insights-from-international-human-rights-mechanisms-can-help-to-implement-the-convention-on-biological-diversity/CE0F47664F08EBE4919D5990F3709484,2018,2022,2020,Mind the Compliance Gap: How Insights from International ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_cambridge_org_Mind_the_Compliance_Gap_How_Insights_from_Internat.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,"[""No relevant evidence found""]"
Kenya,2018-2022,https://www.climatepolicyinitiative.org/wp-content/uploads/2021/03/The-Landscape-of-Climate-Finance-in-Kenya.pdf,2018,2022,2020,The Landscape of Climate Finance in Kenya,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_climatepolicyinitiative_org_The_Landscape_of_Climate_Finance_in_Kenya.txt,True,False,False,,40.0,0.0,policy / law / regulation / legal framework / institutional support initiative / compliance and enforcement / access to justice / judicial or prosecutorial capacity / MEA implementation,developed,national,"The document discusses Kenya's climate change policies, laws, and regulations, including the National Climate Change Response Strategy, the National Climate Change Framework Policy, the National Policy on Climate Finance, the Green Economy Strategy and Implementation Plan, and the Climate Change Act, 2016. It also mentions the country's efforts to mainstream climate change considerations into its plans, policies, strategies, projects, and programs.","There is no explicit mention of UNEP's support or involvement in the development of Kenya's climate change policies, laws, or regulations.","[""Kenya's Financing Strategy for the NDC"", ""National Climate Change Action Plan"", ""Climate Change Act, 2016"", ""Green Economy Strategy and Implementation Plan""]"
Kenya,2018-2022,https://www.csis.org/analysis/climate-cooperation-and-competition-leveraging-sustainable-development-goal-13,2018,2022,2020,Climate Cooperation and Competition: Leveraging ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_csis_org_Climate_Cooperation_and_Competition_Leveraging_.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.elgaronline.com/edcollbook-oa/book/9781789909937/9781789909937.pdf,2018,2022,2020,HANDBOOK ON STRATEGIC ENVIRONMENTAL ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_elgaronline_com_HANDBOOK_ON_STRATEGIC_ENVIRONMENTAL_.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant evidence found,No UNEP attribution found,[]
Kenya,2018-2022,https://www.facebook.com/emauthority/posts/the-national-environmental-policy-2018-has-six-priority-areas-of-equal-importanc/10159881311029885/,2018,2022,2020,The National Environmental Policy 2018 has six priority ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_facebook_com_The_National_Environmental_Policy_2018_has_six_pri.txt,True,False,False,,80.0,0.0,policy,developed,national,"The document mentions the National Environmental Policy 2018, which indicates that Kenya has developed a new environmental policy within the specified time frame (2018-2022).",There is no explicit link between UNEP and the development or implementation of the National Environmental Policy 2018.,"[""The National Environmental Policy 2018""]"
Kenya,2018-2022,https://www.facebook.com/epaethio/posts/statement-of-the-african-group-at-the-fourth-session-of-the-united-nations-envir/2561428480750100/,2018,2022,2020,Statement of the African Group at the fourth session ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_facebook_com_Statement_of_the_African_Group_at_the_fourth_sessi.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks for Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://www.facebook.com/epaethio/posts/world-environment-programme-unep-launches-a-new-web-based-information-initiative/3100751240151152/,2018,2022,2020,World Environment programme (UNEP) launches a new ...,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_facebook_com_World_Environment_programme_UNEP_launches_a_new_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",The document does not explicitly link UNEP to strengthening/enabling/developing/adopting/revising/implementing any SP5.1 evidence in Kenya during 2018-2022.,[]
Kenya,2018-2022,https://www.greenpolicyplatform.org/sites/default/files/downloads/resource/irp-mineral_resource_governance-full_report-feb2020_compressed_compressed%20(1).pdf,2018,2022,2020,Mineral Resource Governance in the 21st Century,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_greenpolicyplatform_org_Mineral_Resource_Governance_in_the_21st_Century.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.housingandurban.go.ke/wp-content/uploads/2018/11/Appendix-D-National-Environmental-Policy-2.pdf,2018,2022,2020,Appendix D,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_housingandurban_go_ke_Appendix_D.txt,True,False,False,,80.0,0.0,environmental policy,developed,national,"The document provides a comprehensive framework for environmental management in Kenya, including goals, objectives, and guiding principles for sustainable management and use of the environment and natural resources.",There is no explicit mention of UNEP's involvement in the development or implementation of the National Environment Policy of Kenya 2013.,"[""The policy making process culminated into the Sessional Paper No. 6 of 1999 entitled Environment and Development."", ""The legislative process gave forth the Environmental Management and Coordination Act (EMCA) No. 8 of 1999 as Kenya’s first framework environmental law."", ""The promulgation of The Constitution of Kenya 2010 and other new developments like climate change marked an important chapter in Kenya’s environmental policy development.""]"
Kenya,2018-2022,https://www.icrc.org/sites/default/files/topic/file_plus_list/rain_turns_to_dust_climate_change_conflict.pdf,2018,2022,2020,4487_002_When Rain Turns to Dust,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_icrc_org_4487_002_When_Rain_Turns_to_Dust.txt,False,False,False,,0.0,0.0,none,none,global,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",There is no explicit link between UNEP and any environmental law or institutional support initiative in Kenya during 2018-2022.,"[""The document does not provide any relevant information for Kenya or the specified time window.""]"
Kenya,2018-2022,https://www.ipcc.ch/site/assets/uploads/sites/4/2019/11/10_Chapter-7.pdf,2018,2022,2020,Risk management and decision-making in relation to ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_ipcc_ch_Risk_management_and_decision_making_in_relation_to.txt,False,False,False,,0.0,0.0,none,none,unclear,No relevant information found,No relevant information found,[]
Kenya,2018-2022,https://www.isa.org.jm/wp-content/uploads/2021/02/ISA_Contribution_to_the_SDGs_2021.pdf,2018,2022,2020,Sustainable Development,UNEP assisted Kenya institutional support environmental law revised environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_isa_org_jm_Sustainable_Development.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document could not be retrieved, and therefore, no evidence related to environmental law or institutional support in Kenya from 2018-2022 could be assessed.","The document could not be retrieved, and therefore, no evidence related to UNEP's attribution to environmental law or institutional support in Kenya from 2018-2022 could be assessed.",[]
Kenya,2018-2022,https://www.lifecycleinitiative.org/wp-content/uploads/2021/12/Methodological-Sheets_2021_final.pdf,2018,2022,2020,Methodological Sheets for,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_lifecycleinitiative_org_Methodological_Sheets_for.txt,False,False,False,,0.0,0.0,none,none,unclear,,,[]
Kenya,2018-2022,https://www.linkedin.com/pulse/have-international-environmental-regimes-been-rodrigues-alves-braga,2018,2022,2020,Have the international environmental regimes been ...,UNEP capacity building Kenya environmental governance policy enacted environmental law policy legislation regulation institutional support initiative MEA internationally agreed environmental objectives after:2018-01-01 before:2022-01-01,www_linkedin_com_Have_the_international_environmental_regimes_been_.txt,False,False,False,,0.0,0.0,none,none,unclear,"The document does not contain explicit evidence related to new or strengthened environmental policies, laws, regulations, or legal frameworks in Kenya during 2018-2022.",The document does not explicitly link UNEP to any environmental law or institutional support initiative in Kenya during 2018-2022.,[]
