"Overton id",Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
marylandgov-108e893164a8455e0b7e93ac8c70f7df,"Climate Change Vulnerabilities in the Coastal Mid-Atlantic Region",,Publication,"State of Maryland",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2018-04-16,0,0,https://mde.maryland.gov/programs/Air/ClimateChange/MCCC/ARWG/ClimateChangeVulnerabilitiesCoastalMidAtlanticRegion.pdf,https://app.overton.io/document.php?policy_document_id=marylandgov-108e893164a8455e0b7e93ac8c70f7df,,,"Climate|Climate change|Climate change adaptation",eng,,"SDG 13: Climate Action|SDG Target 13.1","Climate change vulnerabilities in the Coastal Mid-Atlantic Region"
naturvardsverket-079576391d70aff6ce160aaa979d0950,"Vindkraft och renar: En kunskapssammanställning","Wind power and reindeer: A knowledge compilation",Publication,Naturvårdsverket,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2018-04-09,0,1,http://naturvardsverket.diva-portal.org/smash/get/diva2:1465452/FULLTEXT01.pdf,https://app.overton.io/document.php?policy_document_id=naturvardsverket-079576391d70aff6ce160aaa979d0950,,,Human|Information|Knowledge,swe,,,"Effects of wind power on reindeer"
treasurynz-a8679282f5a49b0f06d6b41e1c2f0656,"Draft report - Low-emissions economy",,Publication,"New Zealand Treasury","New Zealand",,"Public Sector",Government,"National Body|Government Department|Financial Institution or Bank",2018-04-01,0,0,https://www.treasury.govt.nz/publications/draft-report-low-emissions-economy,https://app.overton.io/document.php?policy_document_id=treasurynz-a8679282f5a49b0f06d6b41e1c2f0656,,,"Agriculture|Air pollution|Atmosphere of Earth",eng,,"SDG 13: Climate Action|SDG Target 13.2","Transition to a Low-Emissions Economy"
governmentofphillippines-ab3bff6a2258ebe158c3ba34b9ec1934,Bioeconomy,,Publication,"Government of the Philippines",Philippines,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2018-03-19,0,0,https://phlconnect.ched.gov.ph/admin/uploads/add217938e07bb1fd8796e0315b88c10/2018BookBioeconomy.pdf,https://app.overton.io/document.php?policy_document_id=governmentofphillippines-ab3bff6a2258ebe158c3ba34b9ec1934,,,"Agriculture|Atmosphere of Earth|Bioeconomy",eng,"Commission on Higher Education","SDG 2: Zero Hunger|SDG Target 2.4|SDG 12: Responsible Consumption and Production|SDG Target 12.2|SDG 13: Climate Action|SDG Target 13.2|SDG Target 13.3",Bioeconomy
europa-959e0e000a6433a8b18df9fa042c1ca0,"Trade liberalisation and biodiversity : scoping study on methodologies and indicators to assess the impact of trade liberalisation on biodiversity : final report.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-03-19,7,10,https://op.europa.eu/en/publication-detail/-/publication/d6bb33aa-2bf3-11e8-b5fe-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-959e0e000a6433a8b18df9fa042c1ca0,,,"Agriculture|Air pollution|Analysis",eng,"IEEP|Directorate-General for Environment (European Commission)|Kuik, Onno|Kettunen, Marianne|IVM|Illes, Andrea|Colsa, Alejandro|Vliet, Jasper van","SDG 15: Life on Land|SDG Target 15.9","Trade liberalisation and biodiversity"
govdeptsitaly-25fb6ca5b2becc8d17ed7d3736421eaf,"Secondo Rapporto Sullo Stato Del Capitale Naturale In Italia","Second Report on the State of Natural Capital in Italy",Publication,"Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-03-14,3,3,https://www.minambiente.it/sites/default/files/archivio/allegati/sviluppo_sostenibile/II_Rapporto_Stato_CN_2018_3.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-25fb6ca5b2becc8d17ed7d3736421eaf,,,"Anthropization|Biodiversity|Carbon dioxide",ita,"Italian Ministry of the Environment, Protection of the Territory and the Sea","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","State of natural capital in Italy"
govdeptsitaly-5320da8baf79e5eaee60488deeee4a6e,"Secondo Rapporto Sullo Stato Del Capitale Naturale In Italia","Second Report on the State of Natural Capital in Italy",Publication,"Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-03-13,0,0,https://www.minambiente.it/sites/default/files/archivio/allegati/sviluppo_sostenibile/II_Rapporto_Stato_CN_2018_2.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-5320da8baf79e5eaee60488deeee4a6e,,,"Anthropization|Biodiversity|Carbon dioxide",ita,"Italian Ministry of the Environment, Protection of the Territory and the Sea","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","Natural capital in Italy"
california_state_agencies-d16f839e9d4471e3f6df817a74e68b35,"APPENDIX D DRAFT ENVIRONMENTAL ANALYSIS PREPARED FOR THE PROPOSED AMENDMENTS TO THE LOW CARBON FUEL STANDARD AND THE ALTERNATIVE DIESEL FUELS REGULATION",,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2018-03-06,0,0,https://ww2.arb.ca.gov/sites/default/files/barcu/regact/2018/lcfs18/appd.pdf,https://app.overton.io/document.php?policy_document_id=california_state_agencies-d16f839e9d4471e3f6df817a74e68b35,,,"Alternative fuel|Anaerobic digestion|Biodiesel",eng,,"SDG 13: Climate Action|SDG Target 13.2","Environmental policy and regulation"
environmentnz-095ae5c3073fcd5cc081b8fdbd137b8e,"Black carbon in New Zealand",,Publication,"Ministry for the Environment","New Zealand",,"Public Sector",Government,"National Body|Government Department",2018-03-05,0,0,https://environment.govt.nz/publications/black-carbon-in-new-zealand/,https://app.overton.io/document.php?policy_document_id=environmentnz-095ae5c3073fcd5cc081b8fdbd137b8e,,,"Air pollution|Applied and interdisciplinary physics|Atmosphere of Earth",eng,,"SDG 13: Climate Action|SDG Target 13.2","Black Carbon in New Zealand"
naturvardsverket-ede2949f214532d88b8348712f1e3ec8,"Kartläggning av Blekingekustens ekosystemtjänster","Mapping the ecosystem services of the Blekinge Coast",Publication,Naturvårdsverket,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2018-03-04,0,0,http://naturvardsverket.diva-portal.org/smash/get/diva2:1604097/FULLTEXT01.pdf,https://app.overton.io/document.php?policy_document_id=naturvardsverket-ede2949f214532d88b8348712f1e3ec8,,,"Biodiversity|Biogeochemistry|Climate change",swe,,"SDG 14: Life Below Water|SDG Target 14.2|SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","Ecosystem services in Blekinge, Sweden"
europa-a721807067b98ed86e05064076af5732,"Mapping and assessment of ecosystems and their services : an analytical framework for mapping and assessment of ecosystem condition in EU : discussion paper.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-02-27,14,18,https://op.europa.eu/en/publication-detail/-/publication/42d646b6-1c3a-11e8-ac73-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-a721807067b98ed86e05064076af5732,,,"Agriculture|Aquaculture|Benthic zone",eng,"Directorate-General for Environment (European Commission)|Kovacevic, Vujadin|Biala, Katarzyna|Paracchini, Maria Luisa|Czúcz, Bálint|Orgiazzi, Alberto|Somma, Francesca|Christiansen, Trine|Jones, Arwyn|Grizzetti, Bruna|Loffler, Peter|Bastrup-Birk, Annemarie|Petersen, Jan-Erik|Abdul Malak, Dania|Condé, Sophie|Barredo, José I|Mauri, Achille|Marquardt, Doris|Marin, Ana Isabel|Maes, Joachim|Werner, Beate|Teller, Anne|Erhard, Markus|Zulian, Grazia","SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.9","Ecosystem mapping and assessment"
interacademies-f9db6a2cc6658dfc1154630979bfc305,"Opportunities and challenges for research on food and nutrition security and agriculture in Asia",,Publication,IAP,Italy,,"Public Sector",Government,"International Body|Arm's Length Body|Professional Network, Association, Union or Cooperative|Initiative, Programme or Project|Learned Society",2018-02-27,0,2,https://www.interacademies.org/publication/opportunities-and-challenges-research-food-and-nutrition-security-and-agriculture-asia,https://app.overton.io/document.php?policy_document_id=interacademies-f9db6a2cc6658dfc1154630979bfc305,,,ASEAN|Agriculture|Asia,eng,"Association of Academies and Societies of Sciences in Asia (AASSA)","SDG 2: Zero Hunger|SDG Target 2.1|SDG Target 2.2|SDG Target 2.4","Food and nutrition security and agriculture in Asia"
govdeptsitaly-e5d9fbd157248928ee5bae749b674541,"Secondo Rapporto Sullo Stato Del Capitale Naturale In Italia","Second Report on the State of Natural Capital in Italy",Publication,"Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-02-22,0,0,http://www.lavoro.gov.it/notizie/Documents/II-Rapporto-Stato-del-CN.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-e5d9fbd157248928ee5bae749b674541,,,Accounting|Anthropization|Biodiversity,ita,"Italian Ministry of Work and Social Policy","SDG 15: Life on Land|SDG Target 15.3|SDG Target 15.9","State of natural capital in Italy"
europa-bc4df2b2e892eebb6758c93519e43465,"Independent monitoring : building trust and consensus around GHG data for increased accountability of mitigation in the land use sector : final report.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-02-21,3,3,https://op.europa.eu/en/publication-detail/-/publication/1ec15ae2-1784-11e8-9253-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-bc4df2b2e892eebb6758c93519e43465,,,"Accountability|Accuracy and precision|Agriculture",eng,"Wageningen University|Öko-Institut|International Institute for Applied Systems Analysis (IIASA)|Center for International Forestry Research (CIFOR)|Gaveau, David|Böttcher, Hannes|Avitabile, Valerio|Schepaschenko, Dmitry|Romijn, Erika|Herrmann, Lara Mia|Herold, Martin|Fritz, Steffen|De Sy, Veronique|Roman Cuesta, Rosa Maria|Martius, Christopher|Dunwoody, Antonia|Directorate-General for Climate Action (European Commission)","SDG 15: Life on Land|SDG Target 15.9","Land use sector monitoring and independent monitoring approaches"
europa-e16aea85975e285fccaead6d344be143,"Independent monitoring","Independent monitoring - Publications Office of the EU",Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-02-21,0,0,https://op.europa.eu/en/publication-detail/-/publication/1ec15ae2-1784-11e8-9253-01aa75ed71a1/language-en,https://app.overton.io/document.php?policy_document_id=europa-e16aea85975e285fccaead6d344be143,,,"Biomass (energy)|Carbon accounting|Climate change",eng,"Avitabile, Valerio|Böttcher, Hannes|International Institute for Applied Systems Analysis (IIASA)|Center for International Forestry Research (CIFOR)|Öko-Institut|Romijn, Erika|Schepaschenko, Dmitry|Herrmann, Lara Mia|Martius, Christopher|Herold, Martin|Roman Cuesta, Rosa Maria|Gaveau, David|Fritz, Steffen|Directorate-General for Climate Action (European Commission)|Dunwoody, Antonia|De Sy, Veronique|Wageningen University","SDG 15: Life on Land|SDG Target 15.9","Independent Monitoring for Land Use Sector"
epaireland-0e9e61bdd277028577a69db66d081d16,"Valuing Ireland ’ s Coastal, Marine and Estuarine Ecosystem Services",,Publication,"Irish Environmental Protection Agency",Ireland,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Policy Centre|Monitoring or Regulatory Body",2018-02-19,3,3,http://www.epa.ie/pubs/reports/research/water/Research_Report_239.pdf,https://app.overton.io/document.php?policy_document_id=epaireland-0e9e61bdd277028577a69db66d081d16,,,"Agriculture|Air pollution|Algae",eng,,"SDG 14: Life Below Water|SDG Target 14.2","Valuing Ireland's coastal, marine, and estuarine ecosystem services"
gpogov-14dd86833be2fb2830cc4b8783f37742,"Agroforestry: enhancing resiliency in U.S. agricultural landscapes under changing conditions /",,Publication,"Government Publishing Office (GPO)",USA,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-02-16,0,0,https://purl.fdlp.gov/GPO/gpo90991,https://app.overton.io/document.php?policy_document_id=gpogov-14dd86833be2fb2830cc4b8783f37742,,,"Agriculture|Agroforestry|Air pollution",eng,"Patel-Weynand, Toral, editor.","SDG 2: Zero Hunger|SDG Target 2.4|SDG 13: Climate Action|SDG Target 13.1|SDG 15: Life on Land|SDG Target 15.2|SDG Target 15.3","Agroforestry and its applications in the United States"
govdeptsfrance-24c9b6a0451ae757e593c6b54e504bf0,"Etude_MAAF_Economies d'Eau_Rapport_Final_VF","Study_MAAF_Water Savings_Final_Report_VF",Publication,"French Government Ministries",France,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-01-31,0,1,https://agriculture.gouv.fr/telecharger/89287?token=546dd906759efb,https://app.overton.io/document.php?policy_document_id=govdeptsfrance-24c9b6a0451ae757e593c6b54e504bf0,,,Agriculture|Bank|California,fre,"French Ministry of Food and Agriculture","SDG 2: Zero Hunger|SDG Target 2.4|SDG 6: Clean Water and Sanitation|SDG Target 6.4|SDG 12: Responsible Consumption and Production|SDG Target 12.2","Water management in agriculture in France"
california_state_agencies-cbc4c58d0e06c0880b53bf227b8c68b8,Docketed,,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2018-01-26,0,0,https://efiling.energy.ca.gov/getdocument.aspx?tn=222378,https://app.overton.io/document.php?policy_document_id=california_state_agencies-cbc4c58d0e06c0880b53bf227b8c68b8,,,"Air pollution|Biogas|Black carbon",eng,,"SDG 7: Affordable and Clean Energy|SDG Target 7.1|SDG Target 7.3|SDG 13: Climate Action|SDG Target 13.1","California Energy Policy Report"
california_state_agencies-6ed8813071cb5ee404cce76c9414ceac,Docketed,,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2018-01-26,0,0,https://efiling.energy.ca.gov/getdocument.aspx?tn=222377,https://app.overton.io/document.php?policy_document_id=california_state_agencies-6ed8813071cb5ee404cce76c9414ceac,,,"Air pollution|Biogas|Black carbon",eng,,"SDG 7: Affordable and Clean Energy|SDG Target 7.1|SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","California Energy Policy and Climate Change"
europa-be667c9a27e06129e6fcd6909acb1c10,"Study on invasive alien species","Study on invasive alien species - Publications Office of the EU",Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-01-25,0,0,https://op.europa.eu/en/publication-detail/-/publication/c01568d9-025e-11e8-b8f5-01aa75ed71a1/language-en,https://app.overton.io/document.php?policy_document_id=europa-be667c9a27e06129e6fcd6909acb1c10,,,"Biology|Common brushtail possum in New Zealand|Ecosystem service",eng,"Directorate-General for Environment (European Commission)","SDG 15: Life on Land|SDG Target 15.8","Invasive alien species, risk assessments, prevention"
europa-032dbbe1446b9b1d630d10f715e1df9a,"Study on invasive alien species : development of risk assessments to tackle priority species and enhance prevention : final report.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2018-01-25,1,2,https://op.europa.eu/en/publication-detail/-/publication/c01568d9-025e-11e8-b8f5-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-032dbbe1446b9b1d630d10f715e1df9a,,,"Biodiversity|Bird|Browsing (herbivory)",eng,"Directorate-General for Environment (European Commission)","SDG 15: Life on Land|SDG Target 15.8","Invasive alien species, risk assessments, prevention and management"
govdeptsitaly-bf8fcb4069f76b03e1e7990fa02c9e16,"Edison S. P. A.",,Publication,"Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-01-18,0,0,https://va.minambiente.it/File/Documento/230212,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-bf8fcb4069f76b03e1e7990fa02c9e16,,,"Air pollution|Earth sciences|European Union",ita,"Italian Ministry of the Environment, Protection of the Territory and the Sea","SDG 13: Climate Action|SDG Target 13.1","Environmental Impact Study for a Seismic Survey"
govdeptsitaly-59e1791a2d141362eb89cb99b669e76c,"Edison S. P. A.",,Publication,"Government of Italy",Italy,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2018-01-18,0,0,https://va.minambiente.it/File/Documento/230213,https://app.overton.io/document.php?policy_document_id=govdeptsitaly-59e1791a2d141362eb89cb99b669e76c,,,"Acoustics|Adriatic Sea|Air pollution",eng,"Italian Ministry of the Environment, Protection of the Territory and the Sea",,"Environmental Impact Study for Oil and Gas Exploration Permit"
lukefi-34c9dc6e04675a99ec2f5ef3e93e4174,"Green economy process modelling",,Publication,Luke,Finland,,"Public Sector",Government,"National Body|Arm's Length Body|Research Centre|Policy Centre|Professional Network, Association, Union or Cooperative|Initiative, Programme or Project",2018-01-01,0,0,https://jukuri.luke.fi/handle/10024/542854,https://app.overton.io/document.php?policy_document_id=lukefi-34c9dc6e04675a99ec2f5ef3e93e4174,,,"Agriculture|Biobased economy|Biodiversity",eng,"Siitonen, Keijo|Myllylä, Pekka|Timonen, Karetta|Kurppa, Sirpa|Reinikainen, Anu","SDG 7: Affordable and Clean Energy|SDG Target 7.2|SDG 12: Responsible Consumption and Production|SDG Target 12.2|SDG Target 12.5","Green economy, bioeconomy, and circular economy"
stateofvalencia-c67bee685dd6c30da37e721693d57817,"Estudio multidisciplinar para evaluar la presencia de posibles contaminantes y su trazabilidad en aguas regeneradas y en el medio costero marítimo","Multidisciplinary study to assess the presence of possible contaminants and their traceability in reclaimed waters and in the coastal maritime environment",Publication,"Generalitat Valenciana",Spain,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2017-12-09,0,0,https://mediambient.gva.es/documents/163005665/163936896/Memoria-Agua-DEFINITIVA-2017/f3047082-9936-468e-bfda-d025e35834b3,https://app.overton.io/document.php?policy_document_id=stateofvalencia-c67bee685dd6c30da37e721693d57817,,,"Albufera Natural Park|Beach|Earth sciences",spa,,,
konjunkturinstitutet-7dbb9cbc98de37cc92eb9c4097e4a0d6,"Miljö ekonomi och politik","Environmental economics and politics",Publication,Konjunkturinstitutet,Sweden,,"Public Sector",Government,"National Body|Government Agency|Research Centre|Public Data Body or Statistics|Policy Centre",2017-12-06,0,0,https://www.konj.se/download/18.7301e8021927092ddb179b1c/1729149709314/Miljoekonomisk-rapport-2017.pdf,https://app.overton.io/document.php?policy_document_id=konjunkturinstitutet-7dbb9cbc98de37cc92eb9c4097e4a0d6,,,"Atmosphere of Earth|Biofuel|Car",swe,,"SDG 13: Climate Action|SDG Target 13.2","Swedish climate policy"
royalirishacademy-0fdaacb16faec9c888a4c85c614b6717,"Opportunities and challenges for research on food and nutrition security and agriculture in Europe",,Transcript,"Royal Irish Academy",Ireland,,"Public Sector",Government,"National Body|Arm's Length Body|Learned Society",2017-12-05,0,0,https://www.ria.ie/assets/uploads/2024/06/easac_fnsa_report_complete_web-1.pdf,https://app.overton.io/document.php?policy_document_id=royalirishacademy-0fdaacb16faec9c888a4c85c614b6717,,,Agriculture|Allergy|Antibiotic,eng,,"SDG 2: Zero Hunger|SDG Target 2.1|SDG Target 2.2","Food and nutrition security and agriculture in Europe"
govdeptsbrazil-94cbce2370ee8ff6ad45a94f5f9f163e,"O Impacto do Programa Arpa na Efetividade de Gestão das Unidades de Conservação da Amazônia","The Impact of the Arpa Program on the Management Effectiveness of the Amazon Conservation Units",Publication,"Government of Brazil",Brazil,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Government Department",2017-12-05,0,0,http://arpa.mma.gov.br/wp-content/uploads/2018/07/LIVRO-RAPPAM.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsbrazil-94cbce2370ee8ff6ad45a94f5f9f163e,,,"Amazon rainforest|Amazonas (Brazilian state)|Analysis of variance",por,"Ministry of the Environment","SDG 15: Life on Land|SDG Target 15.2|SDG Target 15.5","Amazon rainforest conservation and the impact of the Arpa program"
govuk-44d706556c6c3aa69ef61601f6cacd32,"Future of the sea: the future of marine biodiversity",,Publication,"The UK Government",UK,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2017-12-04,1,1,https://www.gov.uk/government/publications/future-of-the-sea-the-future-of-marine-biodiversity,https://app.overton.io/document.php?policy_document_id=govuk-44d706556c6c3aa69ef61601f6cacd32,,,"Algae|Aquaculture|Atlantic Ocean",eng,"Government Office for Science","SDG 14: Life Below Water|SDG Target 14.2|SDG Target 14.3","Future of Marine Biodiversity and Ecosystem Functioning in UK Waters"
governmentofphillippines-9a17ddb8d0b7b8bf6110e6f85f483402,"María de Miguel Molina Virginia Santamarina Campos","Maria de Miguel Molina Virginia Santamarina Campos",Publication,"Government of the Philippines",Philippines,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-11-29,0,0,https://phlconnect.ched.gov.ph/admin/uploads/add217938e07bb1fd8796e0315b88c10/2018BookEthicsAndCivilDrones.pdf,https://app.overton.io/document.php?policy_document_id=governmentofphillippines-9a17ddb8d0b7b8bf6110e6f85f483402,,,"Aircraft|Aircraft pilot|Airspace",eng,"Commission on Higher Education",,"Regulation of drones in Europe"
stateofhawaiigov-3a68b777d1504701fe1b1756dc9f136d,"Hawai ‘ i Carbon +",,Publication,"State of Hawaii",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2017-11-21,0,0,https://planning.hawaii.gov/wp-content/uploads/Hawaii-Carbon-Natural-Capital.pdf,https://app.overton.io/document.php?policy_document_id=stateofhawaiigov-3a68b777d1504701fe1b1756dc9f136d,,,"Agriculture|Agroforestry|Air pollution",eng,,"SDG 15: Life on Land|SDG Target 15.9|SDG Target 15.a","Payment for Ecosystem Services in Hawaii"
europa-c6bcb6d30897db30ffe6a27775e6cd47,"Climate change adaptation and disaster risk reduction in Europe : enhancing coherence of the knowledge base, policies and practices.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-11-13,4,5,https://op.europa.eu/en/publication-detail/-/publication/4e95ef89-c8ee-11e7-9b01-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-c6bcb6d30897db30ffe6a27775e6cd47,,,"Biodiversity|Climate change|Climate change adaptation",eng,"European Environment Agency (EU body or agency)","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","Climate change adaptation and disaster risk reduction in Europe"
stateofhawaiigov-78d519aa32aaa8d6f14740ce2ed85bf4,"How Agroforestry Propels Achievement of Nationally Determined Contributions",,Publication,"State of Hawaii",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2017-11-13,0,0,https://planning.hawaii.gov/wp-content/uploads/How-Agroforestry-Propels-Achievement-of-Nationally-Determined-Contributions.pdf,https://app.overton.io/document.php?policy_document_id=stateofhawaiigov-78d519aa32aaa8d6f14740ce2ed85bf4,,,Agriculture|Agroforestry|Biodiversity,eng,,"SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2|SDG 15: Life on Land|SDG Target 15.2","Agroforestry and Nationally Determined Contributions"
europa-0eccd42067a69062126c37913f23ba23,"Science for the AU-EU Partnership : building knowledge for sustainable development.",,Publication,"Publications Office of the European Union",EU,,"Public Sector",Government,"International Body|Public Data Body or Statistics|Archive|Public Service",2017-11-10,0,0,https://publications.europa.eu/en/publication-detail/-/publication/2d03a913-c846-11e7-9b01-01aa75ed71a1/language-en/format-PDF,https://app.overton.io/document.php?policy_document_id=europa-0eccd42067a69062126c37913f23ba23,,,"Accessibility|Africa|African Union",eng,"Joint Research Centre (European Commission)","SDG 9: Industry, Innovation and Infrastructure|SDG Target 9.1|SDG 11: Sustainable Cities and Communities|SDG Target 11.a|SDG Target 11.b|SDG 13: Climate Action|SDG Target 13.1","Africa-Europe partnership, sustainable development"
adminch-e9a45bf5bb35ff40870af3a514f5facc,"Potentials, costs and environmental assessment of electricity generation technologies",,Publication,"Government of Switzerland",Switzerland,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Committee",2017-10-31,0,0,https://pubdb.bfe.admin.ch/de/publication/download/8864,https://app.overton.io/document.php?policy_document_id=adminch-e9a45bf5bb35ff40870af3a514f5facc,,,"Alternative energy|Anaerobic digestion|Biogas",eng,"Federal Office of Energy","SDG 7: Affordable and Clean Energy|SDG Target 7.2","Electricity generation technologies"
governmentofargentina-590be7bcfe17937248fd9add55185735,regioneshumedbaja2,"region humedabaja2",Publication,"Government of Argentina",Argentina,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-10-20,0,2,https://www.argentina.gob.ar/sites/default/files/regioneshumedbaja2.pdf,https://app.overton.io/document.php?policy_document_id=governmentofargentina-590be7bcfe17937248fd9add55185735,,,"Animal husbandry|Baritú National Park|Bermejo River",spa,,"SDG 15: Life on Land|SDG Target 15.1","Wetlands in Argentina"
governmentofargentina-b6218ac04964f83acc973ba36281fe3d,"regiones de humedales de argentina final","wetland regions of Argentina final",Publication,"Government of Argentina",Argentina,,"Public Sector",Government,"National Body|Public Service|Mixed Roles",2017-10-20,0,0,https://www.argentina.gob.ar/sites/default/files/regiones_de_humedales_de_argentina_final.pdf,https://app.overton.io/document.php?policy_document_id=governmentofargentina-b6218ac04964f83acc973ba36281fe3d,,,"Animal husbandry|Baritú National Park|Bermejo River",spa,,"SDG 6: Clean Water and Sanitation|SDG Target 6.6|SDG 15: Life on Land|SDG Target 15.1|SDG Target 15.3","Inventory of humedales in Argentina"
california_state_agencies-8d89b28be8442ce8332511d3405d8f97,Docketed,,Publication,"State of California",USA,,"Public Sector",Government,"Regional or State Level Body|Mixed Roles|Public Service",2017-10-16,0,0,https://efiling.energy.ca.gov/getdocument.aspx?tn=221520,https://app.overton.io/document.php?policy_document_id=california_state_agencies-8d89b28be8442ce8332511d3405d8f97,,,"Air pollution|Biogas|Black carbon",eng,,"SDG 7: Affordable and Clean Energy|SDG Target 7.1|SDG Target 7.3|SDG 13: Climate Action|SDG Target 13.1","California Energy Policy Report"
adminch-30c50242a88bbf857d21a36371685552,"Action Plan for the Swiss Biodiversity Strategy",,Publication,"Government of Switzerland",Switzerland,,"Public Sector",Government,"National Body|Public Service|Mixed Roles|Committee",2017-10-16,0,1,https://www.bafu.admin.ch/dam/bafu/en/dokumente/biodiversitaet/fachinfo-daten/aktionsplan-strategie-biodiversitaet-schweiz.pdf.download.pdf/Aktionsplan_SBS_final_Englisch.pdf,https://app.overton.io/document.php?policy_document_id=adminch-30c50242a88bbf857d21a36371685552,,,"Agriculture|Air pollution|Best practice",eng,"Federal Office for the Environment","SDG 15: Life on Land|SDG Target 15.5","Biodiversity conservation and promotion"
govdeptsspain-4752d408650adcf9e639f9c1cdfe821c,"Climate change, impacts and vulnerability in Europe 2016 — An indicator-based report",,Publication,"Government of Spain",Spain,,"Public Sector",Government,"National Body|Mixed Roles|Public Service",2017-09-27,0,0,https://www.miteco.gob.es/content/dam/miteco/es/cambio-climatico/temas/impactos-vulnerabilidad-y-adaptacion/climatechangeadaptationanddisasterriskreductionineurope_tcm30-486245.pdf,https://app.overton.io/document.php?policy_document_id=govdeptsspain-4752d408650adcf9e639f9c1cdfe821c,,,"Biodiversity|Climate|Climate change",eng,"Department of Ecological Transition and Demographic Challenge","SDG 13: Climate Action|SDG Target 13.1|SDG Target 13.2","Climate change adaptation and disaster risk reduction in Europe"
