Entity,TimeWindow,QueryNumber,Query,Title,Link,Snippet,DisplayLink,TextFile,climate_relevant,unep_attributed,climate_policy_score,unep_attribution_score,instrument_type,action_stage,evidence_level,climate_justification,unep_justification,evidence_phrases
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,implementing-the-global-action-plan-on-antimicrobial- ...,https://www.woah.org/app/uploads/2024/01/implementing-the-global-action-plan-on-antimicrobial-resistance.pdf,veterinary drug regulation in the national legal framework of SADC member states. ... UNEP project aims to boost understanding of the environmental dimensions.,https://www.woah.org › app › uploads › 2024/01,www_woah_org_implementing_the_global_action_plan_on_antimicrobi.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,icmpd-strengthening-mobility-in-west-africa-smiwa-2023- ...,https://um.dk/media/milfsm3b/icmpd-strengthening-mobility-in-west-africa-smiwa-2023-2028.pdf,The objective of the project is to maximize the development potential of free movement of persons and migration in West Africa by effectively implementing the ...,https://um.dk › media › icmpd-strengthening-mo...,um_dk_icmpd_strengthening_mobility_in_west_africa_smiwa_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.","There is no explicit link between UNEP and any climate change mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana for 2022-2026.",[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,"Government of The Gambia Ministry of Environment, ...",https://meccnar.gov.gm/sites/default/files/2022-11/Long%20Term%20Climate%20Change%20Strategy%20of%20The%20Gambia%20Final.pdf,"It outlines the approach to be followed to develop the implementation framework for the Policy, through the subsequent National Climate. Change Response ...",https://meccnar.gov.gm › sites › default › files › L...,meccnar_gov_gm_Government_of_The_Gambia_Ministry_of_Environment_.txt,False,False,0,0,none,none,unclear,The document is not about Ghana and not about 2022–2026.,The document is not about Ghana and not about 2022–2026.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Adapting to a New Climate,https://www.unepfi.org/wordpress/wp-content/uploads/2022/11/Adapting-to-a-New-Climate.pdf,This is why member banks of UNEP FI are requesting a framework for action on climate adaptation to complement the net-zero alignment framework under the ...,https://www.unepfi.org › uploads › 2022/11 › A...,www_unepfi_org_Adapting_to_a_New_Climate.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,ECOWAS Regional Climate Strategy (RCS) And Action ...,https://disasterdisplacement.org/wp-content/uploads/2022/10/ECOWAS-Regional-Climate-Strategy_FINAL_compressed.pdf,"has adopted a regional policy on science, technology and innovation (ECOPOST), Act. A/SA.2/06/12 and an action plan for its implementation, a Directive (A/DIR.1 ...",https://disasterdisplacement.org › 2022/10 › ECO...,disasterdisplacement_org_ECOWAS_Regional_Climate_Strategy_RCS_And_Action_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,THE BLUE CARBON HANDBOOK,https://oceanpanel.org/wp-content/uploads/2023/06/Ocean_Panel_Blue_Carbon_Handbook-1.pdf,"It offers key information and direction to decision-makers considering topics ranging from the sequestration potential of blue carbon ecosystems, to adaptation ...",https://oceanpanel.org › uploads › 2023/06 › Oc...,oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Mainstreaming national adaptation programmes of action into ...,https://www.emerald.com/ijccsm/article/9/03/299/123769/Mainstreaming-national-adaptation-programmes-of,"To this end, the policy was translated into a legal framework through the Environment Act of 2008. The Environment Act 2008 provides for the management of ...",https://www.emerald.com › ijccsm › article › Mainstrea...,www_emerald_com_Mainstreaming_national_adaptation_programmes_of_ac.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2022–2026.","There is no mention of UNEP's role in supporting climate change mitigation, adaptation, or disaster risk reduction efforts in Ghana during 2022–2026.",[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,ECOWAS Regional Climate Strategy (RCS) And Action ...,https://disasterdisplacement.org/wp-content/uploads/2022/10/ECOWAS-Regional-Climate-Strategy_FINAL_compressed.pdf,"has adopted a regional policy on science, technology and innovation (ECOPOST), Act. A/SA.2/06/12 and an action plan for its implementation, a Directive (A/DIR.1 ...",https://disasterdisplacement.org › 2022/10 › ECO...,disasterdisplacement_org_ECOWAS_Regional_Climate_Strategy_RCS_And_Action_.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and climate policy/strategy/legal framework in Ghana for 2022-2026.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Climate Action Roadmaps For Buildings and Construction ...,https://globalabc.org/sites/default/files/2024-11/Climate%20Action%20Roadmap_GHANA.pdf,"Plan, policy, law, regulation. Strategy/ provision related to buildings and ... Ghana's National Adaptation Plan Framework (2018). Avail- able at https ...",https://globalabc.org › sites › default › files › Clim...,globalabc_org_Climate_Action_Roadmaps_For_Buildings_and_Construc.txt,True,False,81,0,climate action roadmap,developed,national,"The document provides a comprehensive climate action roadmap for Ghana's building and construction sector, aligning with the country's NDC and Paris Agreement commitments. It outlines specific actions, timelines, and responsible actors for reducing emissions and promoting climate resilience in the sector.","Although UNEP is mentioned as a contributor to the report and the project, there is no explicit link between UNEP and the adoption, approval, enactment, or implementation of the climate policy or legal framework in Ghana.","[""The Climate Action Roadmap for Buildings and Construction aims to support the Government of Ghana and its stakeholders to transform the industry towards lower emissions, efficient, and resilient built environment to support the country’s commitment, through the Nationally Determined Contributions (NDC), under the Paris Agreement"", ""Ghana’s updated Nationally Determined Contribution (NDC) under the Paris Agreement (2020 to 2030) covers 19 policy areas, translating into 47 adaptation and mitigation programmes of action"", ""The roadmap provides a holistic approach to transform the sector by covering four main cross-cutting objectives: zero operational and embodied emissions, inclusion and well-being, and resiliency across five action areas of the built environment""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Ghana's Request for Support to the Global Shield against ...,https://www.globalshield.org/wp-content/uploads/2024/04/Ghana-Request-for-Support-to-the-Global-Shield_Annex.pdf,"In 2013 and 2014 for instance, Ghana launched the National Climate. Change Policy and National Climate Change Policy Action Plan respectively to provide.",https://www.globalshield.org › uploads › 2024/04,www_globalshield_org_Ghana_s_Request_for_Support_to_the_Global_Shield_a.txt,True,False,80,0,disaster risk reduction strategy,developed,national,"The document outlines a disaster risk reduction strategy for Ghana, specifically through the National Disaster Management Organization (NADMO) and other initiatives. It provides evidence of climate change mitigation, adaptation, and disaster risk reduction strategies/policies/legal frameworks adopted in Ghana during 2022-2026.","There is no explicit link between UNEP and the adoption, approval, enactment, endorsement, launch, implementation, developing, strengthening, or operationalizing of the climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework in Ghana during 2022-2026.","[""The National Disaster Management Organization (NADMO) was established by Act 517 of 1996 but now amended to Act 927 (2016) to play the coordinating role in the implementation of Disaster Risk Reduction (DRR) in the context of global DRR frameworks and also advise government on policies toward prevention and management of national disasters and similar emergencies."", ""Ghana has limited resources to invest in disaster risk reduction and minimal fiscal space to fund response and recovery efforts after major disasters."", ""The challenges faced by the country in relation to most disasters are greatly influenced by anthropogenic activities and low appreciation of climate change impact."", ""However, the institutional capacity of some Metropolitan, Municipal, and Districts Assemblies as well as community-based organizations such as Disaster Volunteer Groups (DVGs) and similar organizations at the district and community scales are limited.""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Ghana's Request for Support to the Global Shield against ...,https://www.globalshield.org/wp-content/uploads/2024/04/Ghana-Request-for-Support-to-the-Global-Shield_Annex.pdf,"In 2013 and 2014 for instance, Ghana launched the National Climate. Change Policy and National Climate Change Policy Action Plan respectively to provide.",https://www.globalshield.org › uploads › 2024/04,www_globalshield_org_Ghana_s_Request_for_Support_to_the_Global_Shield_a.txt,True,False,61,0,disaster risk reduction strategy,developed,national,"The document outlines a proposal for enhancing early warning mechanisms through sovereign risk insurance, institutional strengthening, capacity building, and sensitization on risk insurance and awareness creation interventions to promote disaster risk reduction for increased community resilience against extreme weather events in Ghana. It mentions the National Disaster Management Organization (NADMO) and its efforts to reduce disaster risk in Ghana.",There is no explicit mention of UNEP's role in supporting or enabling the disaster risk reduction strategy in Ghana.,"[""The National Disaster Management Organization (NADMO) was established by Act 517 of 1996 but now amended to Act 927 (2016) to play the coordinating role in the implementation of Disaster Risk Reduction (DRR) in the context of global DRR frameworks and also advise government on policies toward prevention and management of national disasters and similar emergencies."", ""NADMO has planned for a number of initiatives to reduce disaster risk in Ghana, including Sovereign Risk Insurance, Institutional Strengthening and Capacity Building at the sub-national levels across the country.""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Ghana strengthens water sector resilience to climate change,https://www.linkedin.com/posts/aipwater_auaipmulticountrygcfreadinessproject-ghana-activity-7327975503426945025-fbcS,Ghana is taking significant steps to strengthen its water sector's resilience to climate change through the African Union AIP Multi-Country GCF Readiness ...,9 reactions,www_linkedin_com_Ghana_strengthens_water_sector_resilience_to_clima.txt,True,False,81,0,NDC / National Climate Change Policy / National Water Policy,updated / integrated,national,"Ghana has updated its Nationally Determined Contributions (NDCs), National Climate Change Policy, and National Water Policy to integrate climate resilience.",There is no explicit link between UNEP and the climate policy outcomes in Ghana.,"[""Ghana aims to work towards having an accredited Direct Access Entity for accessing climate finance, develop a Water Investment Programme and build the capacity of water stakeholders in climate finance."", ""Ghana has already made strides in integrating climate resilience into national policies, as evidenced by its updated Nationally Determined Contributions (NDCs), National Climate Change Policy, and National Water Policy.""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,PROPOSAL FOR ADAPTATION FUND CLIMATE ...,https://www.adaptation-fund.org/wp-content/uploads/2023/09/AFB.PPRC_.32.Inf_.19.-Proposal-for-Adaptation-Fund-Climate-Innovation-Accelerator-UNEP.pdf,"These instruments strengthen the country´s abilities to support the deployment of climate technologies by leveraging regulatory, and policy barriers. Under this ...",https://www.adaptation-fund.org › 2023/09 › AF...,www_adaptation-fund_org_PROPOSAL_FOR_ADAPTATION_FUND_CLIMATE_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for 2022-2026.",There is no explicit link between UNEP and strengthening/enabling/adoption/implementation of SP1.2 policy/strategy/legal framework outcome in Ghana during 2022-2026.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Toolkit for Integrating Climate Change into Mid-Term ... - SIGRA,https://sigraghana.org/wp-content/uploads/2025/07/MMDA-Climate-Change-ToolKit.pdf,"Ghana's National Adaptation Plan (NAP) provides a strategic framework for enhancing climate resilience, particularly at the district level, where climate.",https://sigraghana.org › uploads › 2025/07 › M...,sigraghana_org_Toolkit_for_Integrating_Climate_Change_into_Mid_Te.txt,True,False,80,0,climate change adaptation strategy / policy / legal framework,developed / implemented,national,"The document provides detailed information on Ghana's climate change policies and strategies, including the National Climate Change Policy (NCCP), National Climate Change Adaptation Strategy (NCCAS), National Adaptation Plan (NAP), and Updated Nationally Determined Contributions (NDC). These frameworks guide climate adaptation planning at the district level, ensuring alignment with national objectives.",There is no explicit mention of UNEP's role in supporting the development or implementation of Ghana's climate change policies and strategies.,"[""Ghana’s National Adaptation Plan (NAP) provides a strategic framework for enhancing climate resilience, particularly at the district level, where climate adaptation actions have the most direct impact."", ""The National Climate Change Policy (NCCP) provides strategic direction and coordinates Ghana’s response to climate change by mainstreaming adaptation and mitigation efforts across all sectors and governance levels."", ""The toolkit for integrating climate change adaptation into Medium-Term Development Planning in Ghana has been designed to provide practical guidance, structured frameworks, and actionable strategies for MMDAs to mainstream climate adaptation into their 2026–2029 Medium-Term Development Plans (MTDPs).""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Managing the challenges of climate change mitigation and ...,https://www.researchgate.net/publication/370107330_Managing_the_challenges_of_climate_change_mitigation_and_adaptation_strategies_in_Ghana,"Policy interventions have resulted in the introduction of several mitigative and adaptation programmes, such as building resilience in various economic sectors.",https://www.researchgate.net › publication › 37010733...,www_researchgate_net_Managing_the_challenges_of_climate_change_mitigati.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,The Enabling Environment for Green Finance in Ghana,https://www.un-page.org/knowledge-hub/the-enabling-environment-for-green-finance-in-ghana/,"For off-grid RE, Ghana's 2020 Adaptation Strategy and Action Plan for the Infrastructure Sector promotes off-grid RE systems, particularly for disconnected ...",https://www.un-page.org › knowledge-hub › the...,www_un-page_org_The_Enabling_Environment_for_Green_Finance_in_Ghan.txt,True,False,80,0,regulatory framework / policy,developed / implemented,national,"The document provides explicit evidence of Ghana's efforts to strengthen its regulatory framework for a green economy, including the development of guidelines for green bonds, the introduction of the Ghana Sustainable Banking Principles, and the promotion of renewable energy. However, the document does not provide explicit evidence of UNEP's attribution to these efforts.",There is no explicit mention of UNEP's support or involvement in Ghana's climate policy efforts in the provided document.,"[""The Securities and Exchange Commission (which regulates the Ghanaian securities markets), with support from the IFC, has begun to develop guidelines for issuers and investors for green bonds in Ghana."", ""The Bank of Ghana has introduced the Ghana Sustainable Banking Principles (SBPs), which outline the following seven principles: Environmental and Social Risk Management (ESRM); Internal Environment, Social, and Governance (ESG) standards in banks operations; Corporate Governance and Ethical Standards; Gender Equality; Financial Inclusion; Resource efficiency, Sustainable Production and Consumption; and reporting on five environmentally sensitive sectors (Agriculture and Forestry, Construction and Real Estate; Manufacturing; Oil, Gas and Mining; and Power and Energy)."", ""By 2020, 24 commercial banks in Ghana had agreed to the Sustainable Banking Principles."", ""The Renewable Energy Act 2011 (Act 832) regulates the supply of renewable energy."", ""The Energy Commission and the Public Utilities Regulatory Commission (PURC) are responsible for approving the charges for the purchase of RE electricity and grid connection charges.""]"
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Green-Taxonomy-Framework-for-Ghana_V3.pdf,https://www.mofep.gov.gh/sites/default/files/reports/economic/Green-Taxonomy-Framework-for-Ghana_V3.pdf,The Ghana Green Finance Taxonomy is a strategic framework designed to guide investments toward a sustainable and climate-resilient economy. As West Africa's ...,https://www.mofep.gov.gh › reports › economic,www_mofep_gov_gh_Green_Taxonomy_Framework_for_Ghana_V3_pdf.txt,True,False,80,0,"climate change mitigation strategy, policy, legal framework, law, regulation, action plan","adopted, approved",national,"The document provides detailed information on Ghana's Green Finance Taxonomy, which is a strategic framework designed to guide investments toward a sustainable and climate-resilient economy. The taxonomy establishes clear criteria for identifying environmentally sustainable economic activities and provides financial institutions, investors, businesses, and policymakers with a structured approach to direct capital toward projects aligned with Ghana’s environmental, social, and economic objectives.",There is no explicit mention of UNEP's role in the development or implementation of the Ghana Green Finance Taxonomy.,"[""The Ghana Green Finance Taxonomy is a strategic framework designed to guide investments toward a sustainable and climate-resilient economy."", ""This taxonomy establishes clear criteria for identifying environmentally sustainable economic activities and provides financial institutions, investors, businesses, and policymakers with a structured approach to direct capital toward projects aligned with Ghana’s environmental, social, and economic objectives."", ""The taxonomy prioritises sustainable economic activities aligned with Ghana’s Nationally Determined Contributions, and consistent with the country’s vision for low-carbon development and responsible industrialisation.""]"
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Managing the challenges of climate change mitigation and ...,https://www.sciencedirect.com/science/article/pii/S2405844023026981,This research reviews the impact of climate change and some interventions made toward its management.,https://www.sciencedirect.com › science › article › pii,www_sciencedirect_com_Managing_the_challenges_of_climate_change_mitigati.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,AFRICAN UNION CLIMATE CHANGE AND RESILIENT ...,https://au.int/sites/default/files/documents/41959-doc-CC_Strategy_and_Action_Plan_2022-2032_08_02_23_Single_Print_Ready.pdf,1 | AFRICAN UNION CLIMATE CHANGE AND RESILIENT DEVELOPMENT STRATEGY AND ACTION PLAN (2022-2032) ... review of climate change legislative and policy frameworks and.,https://au.int › sites › default › files › documents,au_int_AFRICAN_UNION_CLIMATE_CHANGE_AND_RESILIENT_.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Physical Climate Risks and Adaptation,https://www.financeministersforclimate.org/sites/default/files/2025-06/CFCMA%20HP4%20Thematic%20Paper%20-%20Physical%20Climate%20Risks%20and%20Adaptation.pdf,"This report categorizes the potential role of Ministries of Finance in building resilience and adaptation, as well as the relevant policy questions that need to ...",https://www.financeministersforclimate.org › files,www_financeministersforclimate_org_Physical_Climate_Risks_and_Adaptation.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for the specified time window.,[]
Ghana,2022–2026,1,UNEP project Ghana adaptation policy launched policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Caribbean Development Dynamics 2025,https://www.oecd.org/en/publications/caribbean-development-dynamics-2024_a8e79405-en/full-report/environmental-challenges-and-opportunities-for-sustainable-development_5edc5903.html,The Caribbean Development Dynamics is a new joint flagship report by the Development Centre of the Organisation for Economic Co-operation and Development ...,https://www.oecd.org › ... › Full Report,www_oecd_org_Caribbean_Development_Dynamics_2025.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,UNDP Ghana,https://www.facebook.com/UNDPGhana/posts/enhancing-stakeholder-awareness-supports-informed-decisions-and-compliance-with-/1130591549098860/,Ghana maps out strategy on climate change • A national policy implementation strategy document has been developed to guide the implementation of the ...,20+ reactions,www_facebook_com_UNDP_Ghana.txt,False,False,0,0,none,none,unclear,"The document does not contain explicit evidence related to climate mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks adopted in Ghana during 2022-2026.",There is no explicit link between UNEP and any climate policy/strategy/legal framework in Ghana during 2022-2026.,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Ghana Climate Change Law and Development,https://documents1.worldbank.org/curated/en/099325011162237062/pdf/P17598901bf31e0d0ad0a08f44fdf5dedf.pdf,"The legal and regulatory framework for mobilizing finance that could support climate action includes the Local Government Act, 1993 (Act 462) and the Public ...",https://documents1.worldbank.org › curated › pdf,documents1_worldbank_org_Ghana_Climate_Change_Law_and_Development.txt,True,False,81,0,climate change law,adopted,national,"The document provides explicit evidence of Ghana's adoption of a climate change law in November 2022, which aligns with the country's climate agenda and NDC commitments.",There is no explicit link between UNEP and the adoption or implementation of Ghana's climate change law in the provided document.,"[""Ghana Climate Change Law and Development November 2022"", ""This legal analysis provides an assessment of Ghana’s key legal and regulatory frameworks for the priorities highlighted in Ghana’s Nationally Determined Contributions (NDCs) and Ghana’s climate agenda more generally."", ""The overarching policy that governs climate change in Ghana is the National Climate Change Policy of 2013 (NCCP).""]"
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Ghana National Climate Change Adaptation Strategy ( ...,https://www.adaptation-undp.org/sites/default/files/resources/ghana_national_climate_change_adaptation_strategy_nccas.pdf,The need to properly plan and carefully adopt a development path that ensures climate resilience and integrate adaptation measures into all facets of national.,https://www.adaptation-undp.org › files › resources,www_adaptation-undp_org_Ghana_National_Climate_Change_Adaptation_Strategy_.txt,True,False,81,0,National Climate Change Adaptation Strategy,adopted,national,"The document provides explicit evidence of Ghana's adoption of a National Climate Change Adaptation Strategy in 2022, which aims to enhance the country's resilience to climate change impacts by strengthening its adaptive capacity and building resilience of society and ecosystems.",There is no explicit link between UNEP and the adoption of the National Climate Change Adaptation Strategy in Ghana.,"[""The National Climate Change Adaptation Strategy (NCCAS) is intended to ensure a consistent, comprehensive and a targeted approach to increasing climate resilience and decrease vulnerability of the populace."", ""The goal of the NCCAS is to enhance Ghana’s current and future development to climate change impacts by strengthening its adaptive capacity and building resilience of the society and ecosystems."", ""The preparation of the NCCAS has been driven fundamentally by a participatory approach.""]"
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,2026 Highlights,https://www.unepfi.org/wordpress/wp-content/uploads/2025/11/Work-Programme-2026-2.pdf,"This work programme outlines the priorities to support members in 2026, in line with the UNEP FI Strategy. 2026–29. All UNEP FI members have the option to join.",https://www.unepfi.org › uploads › 2025/11 › W...,www_unepfi_org_2026_Highlights.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the period 2022-2026.",There is no explicit link between UNEP and strengthening/enabling/adoption/implementation of any climate policy/strategy/legal framework in Ghana during 2022-2026.,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Laying the Ground for Scaling up Climate Finance in Sub ...,https://www.elibrary.imf.org/view/journals/001/2025/099/article-A001-en.xml,"Section 4 outlines adaptation and mitigation priorities, emphasizing the need for climate-resilient infrastructure, sustainable agriculture, and renewable ...",https://www.elibrary.imf.org › journals › article-A001-en,www_elibrary_imf_org_Laying_the_Ground_for_Scaling_up_Climate_Finance_i.txt,False,False,0,0,none,none,global,"The document does not contain explicit evidence related to Ghana's climate mitigation, adaptation, or disaster risk reduction strategy/policy/legal framework for the time window 2022–2026.",There is no explicit link between UNEP and strengthening/enabling/adoption/implementation of the SP1.2 policy/strategy/legal framework in Ghana during 2022–2026.,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Roadmap for Resilient Infrastructure in a Changing Climate,https://gca.org/wp-content/uploads/2022/03/Ghana_Roadmap-for-Resilient-Infrastructure-in-a-Changing-Climate.pdf,The preparation of this resilient infrastructure roadmap has benefited greatly from the expertise provided by the Government of Ghana through its Technical ...,https://gca.org › wp-content › uploads › 2022/03,gca_org_Roadmap_for_Resilient_Infrastructure_in_a_Changing.txt,True,False,61,0,climate resilience roadmap / adaptation plan,developed,national,"The document outlines a comprehensive climate resilience roadmap for Ghana, including climate risk assessments, adaptation needs, and prioritized adaptation options for the energy, water, and transport sectors. The roadmap was developed through a collaborative process involving various government ministries, agencies, and organizations, as well as international partners.","Although UNEP is mentioned as one of the partners in the development of the roadmap, there is no explicit evidence of UNEP's direct involvement in adopting, approving, enacting, endorsing, launching, implementing, developing, strengthening, or operationalizing the climate policy or legal framework in Ghana.","[""Ghana: Roadmap for Resilient Infrastructure in a Changing Climate"", ""This report is the culmination of a 21-month partnership between the Government of Ghana (MESTI), the Global Center for Adaptation (GCA), the University of Oxford, the United Nations Office for Project Services (UNOPS) and the United Nations Environment Programme (UNEP)"", ""The proposed 35 prioritised adaptation options provide opportunities for funders and investors to invest in Ghana’s future, offering impactful, evidence-based adaptation projects and enabling environment interventions backed by robust research and analysis.""]"
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,THE IGAD CLIMATE ADAPTATION STRATEGY (2023-2030),https://igad.int/wp-content/uploads/2023/12/IGAD-Climate-Adaptation-Strategy-2023-2030-.pdf,The IGAD Climate Adaptation Strategy (2023-2030) was prepared with substantial inputs and feedback from the IGAD Centre of Excellence for Climate Adaptation ...,https://igad.int › wp-content › uploads › 2023/12,igad_int_THE_IGAD_CLIMATE_ADAPTATION_STRATEGY_2023_2030_.txt,False,False,0,0,none,none,none,"The document does not contain explicit evidence related to climate change mitigation, adaptation, or disaster risk reduction strategies/policies/legal frameworks for Ghana in 2022-2026.",There is no explicit link between UNEP and any climate policy or strategy in Ghana for 2022-2026.,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Resilience in the face of ecological challenges: Strategies ...,https://onlinelibrary.wiley.com/doi/full/10.1002/sd.3113,This resilience entails the capacity to effectively cope with the strains and disruptions arising from environmental shifts while maintaining the fundamental ...,https://onlinelibrary.wiley.com › doi › full,onlinelibrary_wiley_com_Resilience_in_the_face_of_ecological_challenges_St.txt,False,False,0,0,none,none,unclear,,,[]
Ghana,2022–2026,2,UNEP supported Ghana climate resilience strategy adopted policy strategy legal framework law regulation action plan after:2022-01-01 before:2026-01-01,Policy coherence between climate change adaptation and ...,https://www.tandfonline.com/doi/full/10.1080/19463138.2022.2066106,"From 1995 until date, the government of Ghana, through its Ministries, Departments and Agencies, has implemented over 40 climate adaptation-related policies, ...","https://www.tandfonline.com › ... › Volume 14, Issue 1",www_tandfonline_com_Policy_coherence_between_climate_change_adaptation.txt,True,False,80,0,climate change adaptation strategy / policy,adopted,national,"The document discusses climate change adaptation policies in Ghana, specifically the National Climate Change Adaptation Strategy (NCCAS) and the National Climate Change Policy (NCCP), which were adopted in 2012 and 2013 respectively. These policies aim to enhance Ghana's resilience to climate change impacts and promote sustainable development.",There is no explicit mention of UNEP's involvement in the development or implementation of Ghana's climate change adaptation policies.,"[""The Environmental Policy of the country"", ""The National Climate Change Adaptation Strategy (NCCAS)"", ""The National Climate Change Policy (NCCP)"", ""the National Urban Policy (NUP)""]"
